Datum - Kraj Vysočina;Celkový počet nakažených;Počet hospitalizovaných celkem v daném dni;Počet hospitalizovaných na JIP celkem v daném dni;Počet nově hospitalizovaných celkem;Počet nově hospitalizovaných na JIP;Počet zemřelých;Počet antigenních testů;Počet PCR testů;počet testů CELKEM;Pozitivní ve věku 0-4 let;Pozitivní ve věku 5-9 let;Pozitivní ve věku 10-14 let;Pozitivní ve věku 15-19 let;Pozitivní ve věku 20-24 let;Pozitivní ve věku 25-29 let;Pozitivní ve věku 30-34 let;Pozitivní ve věku 35-39 let;Pozitivní ve věku 40-44 let;Pozitivní ve věku 45-49 let;Pozitivní ve věku 50-54 let;Pozitivní ve věku 55-59 let;Pozitivní ve věku 60-64 let;Pozitivní ve věku 65-69 let;Pozitivní ve věku 70-74 let;Pozitivní ve věku 75-79 let;Pozitivní ve věku 80-84 let;Pozitivní ve věku 85+ let;Pozitivní - věk neznámý;Hospitalizovaní celkem v daném dni ve věku 0-4 let;Hospitalizovaní celkem v daném dni ve věku 5-9 let;Hospitalizovaní celkem v daném dni ve věku 10-14 let;Hospitalizovaní celkem v daném dni ve věku 15-19 let;Hospitalizovaní celkem v daném dni ve věku 20-24 let;Hospitalizovaní celkem v daném dni ve věku 25-29 let;Hospitalizovaní celkem v daném dni ve věku 30-34 let;Hospitalizovaní celkem v daném dni ve věku 35-39 let;Hospitalizovaní celkem v daném dni ve věku 40-44 let;Hospitalizovaní celkem v daném dni ve věku 45-49 let;Hospitalizovaní celkem v daném dni ve věku 50-54 let;Hospitalizovaní celkem v daném dni ve věku 55-59 let;Hospitalizovaní celkem v daném dni ve věku 60-64 let;Hospitalizovaní celkem v daném dni ve věku 65-69 let;Hospitalizovaní celkem v daném dni ve věku 70-74 let;Hospitalizovaní celkem v daném dni ve věku 75-79 let;Hospitalizovaní celkem v daném dni ve věku 80-84 let;Hospitalizovaní celkem v daném dni ve věku 85+ let;Hospitalizovaní celkem v daném dni - věk neznámý;Hospitalizovaní na JIP celkem v daném dni ve věku 0-4 let;Hospitalizovaní na JIP celkem v daném dni ve věku 5-9 let;Hospitalizovaní na JIP celkem v daném dni ve věku 10-14 let;Hospitalizovaní na JIP celkem v daném dni ve věku 15-19 let;Hospitalizovaní na JIP celkem v daném dni ve věku 20-24 let;Hospitalizovaní na JIP celkem v daném dni ve věku 25-29 let;Hospitalizovaní na JIP celkem v daném dni ve věku 30-34 let;Hospitalizovaní na JIP celkem v daném dni ve věku 35-39 let;Hospitalizovaní na JIP celkem v daném dni ve věku 40-44 let;Hospitalizovaní na JIP celkem v daném dni ve věku 45-49 let;Hospitalizovaní na JIP celkem v daném dni ve věku 50-54 let;Hospitalizovaní na JIP celkem v daném dni ve věku 55-59 let;Hospitalizovaní na JIP celkem v daném dni ve věku 60-64 let;Hospitalizovaní na JIP celkem v daném dni ve věku 65-69 let;Hospitalizovaní na JIP celkem v daném dni ve věku 70-74 let;Hospitalizovaní na JIP celkem v daném dni ve věku 75-79 let;Hospitalizovaní na JIP celkem v daném dni ve věku 80-84 let;Hospitalizovaní na JIP celkem v daném dni ve věku 85+ let;Hospitalizovaní na JIP celkem v daném dni - věk neznámý;Hospitalizovaní nově v daném dni ve věku 0-4 let;Hospitalizovaní nově v daném dni ve věku 5-9 let;Hospitalizovaní nově v daném dni ve věku 10-14 let;Hospitalizovaní nově v daném dni ve věku 15-19 let;Hospitalizovaní nově v daném dni ve věku 20-24 let;Hospitalizovaní nově v daném dni ve věku 25-29 let;Hospitalizovaní nově v daném dni ve věku 30-34 let;Hospitalizovaní nově v daném dni ve věku 35-39 let;Hospitalizovaní nově v daném dni ve věku 40-44 let;Hospitalizovaní nově v daném dni ve věku 45-49 let;Hospitalizovaní nově v daném dni ve věku 50-54 let;Hospitalizovaní nově v daném dni ve věku 55-59 let;Hospitalizovaní nově v daném dni ve věku 60-64 let;Hospitalizovaní nově v daném dni ve věku 65-69 let;Hospitalizovaní nově v daném dni ve věku 70-74 let;Hospitalizovaní nově v daném dni ve věku 75-79 let;Hospitalizovaní nově v daném dni ve věku 80-84 let;Hospitalizovaní nově v daném dni ve věku 85+ let;Hospitalizovaní nově v daném dni - věk neznámý;Hospitalizovaní na JIP nově v daném dni ve věku 0-4 let;Hospitalizovaní na JIP nově v daném dni ve věku 5-9 let;Hospitalizovaní na JIP nově v daném dni ve věku 10-14 let;Hospitalizovaní na JIP nově v daném dni ve věku 15-19 let;Hospitalizovaní na JIP nově v daném dni ve věku 20-24 let;Hospitalizovaní na JIP nově v daném dni ve věku 25-29 let;Hospitalizovaní na JIP nově v daném dni ve věku 30-34 let;Hospitalizovaní na JIP nově v daném dni ve věku 35-39 let;Hospitalizovaní na JIP nově v daném dni ve věku 40-44 let;Hospitalizovaní na JIP nově v daném dni ve věku 45-49 let;Hospitalizovaní na JIP nově v daném dni ve věku 50-54 let;Hospitalizovaní na JIP nově v daném dni ve věku 55-59 let;Hospitalizovaní na JIP nově v daném dni ve věku 60-64 let;Hospitalizovaní na JIP nově v daném dni ve věku 65-69 let;Hospitalizovaní na JIP nově v daném dni ve věku 70-74 let;Hospitalizovaní na JIP nově v daném dni ve věku 75-79 let;Hospitalizovaní na JIP nově v daném dni ve věku 80-84 let;Hospitalizovaní na JIP nově v daném dni ve věku 85+ let;Hospitalizovaní na JIP nově v daném dni - věk neznámý;Zemřelí ve věku 0-4 let;Zemřelí ve věku 5-9 let;Zemřelí ve věku 10-14 let;Zemřelí ve věku 15-19 let;Zemřelí ve věku 20-24 let;Zemřelí ve věku 25-29 let;Zemřelí ve věku 30-34 let;Zemřelí ve věku 35-39 let;Zemřelí ve věku 40-44 let;Zemřelí ve věku 45-49 let;Zemřelí ve věku 50-54 let;Zemřelí ve věku 55-59 let;Zemřelí ve věku 60-64 let;Zemřelí ve věku 65-69 let;Zemřelí ve věku 70-74 let;Zemřelí ve věku 75-79 let;Zemřelí ve věku 80-84 let;Zemřelí ve věku 85+ let;Zemřelí - věk neznámý
18.01.2021;334;260;34;43;6;7;2330;1054;3384;4;17;22;7;11;17;27;26;26;29;29;34;20;10;17;9;13;15;1;0;0;1;0;1;0;5;1;7;3;6;11;25;20;46;52;42;40;0;0;0;0;0;0;0;0;0;1;0;2;2;5;2;9;7;3;3;0;0;0;0;0;0;0;2;0;2;1;1;1;4;3;8;7;7;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;2;0
19.01.2021;380;252;30;39;5;5;1082;1290;2372;7;20;16;19;14;21;22;25;28;50;34;28;29;22;11;10;12;8;4;0;0;1;0;2;0;5;1;9;3;7;10;24;22;41;52;41;34;0;0;0;0;0;0;0;0;0;1;0;1;2;7;1;7;8;1;2;0;0;0;0;0;1;0;1;0;2;3;3;2;3;7;3;5;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0
20.01.2021;259;237;29;21;5;6;1061;1036;2097;6;10;3;19;13;14;33;18;15;27;16;27;21;8;12;7;3;5;2;0;0;0;0;1;0;5;2;7;4;8;11;23;20;34;50;39;33;0;0;0;0;0;0;0;0;0;1;1;1;0;6;0;7;7;3;3;0;0;0;0;0;0;0;0;1;0;1;1;3;1;2;1;2;3;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;2;0;0
21.01.2021;253;223;27;26;3;6;1038;967;2005;4;11;7;7;14;23;30;22;23;12;23;18;20;13;6;6;5;8;1;0;0;0;0;2;0;5;2;6;4;6;11;21;21;37;45;34;29;0;0;0;0;0;0;0;0;0;1;1;0;0;6;0;6;9;2;2;0;0;0;0;0;1;0;1;0;0;0;0;2;1;4;8;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;1;0
22.01.2021;271;210;27;23;5;4;1284;1030;2314;5;13;12;12;7;17;21;19;21;31;25;26;16;11;11;8;3;9;4;0;0;0;0;2;1;5;2;6;7;6;10;22;20;33;39;29;28;0;0;0;0;0;0;0;0;0;2;1;0;0;6;0;7;6;2;3;0;0;0;0;0;0;1;0;0;1;3;1;0;3;1;4;3;3;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0
23.01.2021;195;193;23;17;2;4;604;571;1175;3;8;8;11;8;12;17;12;24;22;14;11;9;6;9;8;5;7;1;0;0;0;0;2;1;4;2;6;7;6;10;22;21;24;37;24;27;0;0;0;0;0;0;0;0;0;1;3;0;0;5;0;3;6;2;3;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3;2;5;1;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0
24.01.2021;72;199;25;23;4;3;460;240;700;0;1;2;3;2;7;6;2;3;7;6;3;5;7;7;4;3;4;0;0;0;0;0;2;1;3;2;5;9;7;9;20;21;25;41;22;32;0;0;0;0;0;0;0;0;0;1;3;0;0;4;0;4;8;1;4;0;0;0;0;0;0;0;0;0;1;2;1;0;0;1;3;6;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0
25.01.2021;296;229;30;41;7;5;2539;946;3485;3;16;10;4;11;16;19;23;28;34;24;18;30;10;12;13;9;15;1;0;0;1;0;2;2;3;2;4;10;8;10;25;25;27;48;27;35;0;0;0;0;0;0;0;0;0;1;4;0;0;5;0;4;10;2;4;0;0;0;1;0;0;1;0;0;0;1;2;1;5;5;3;11;6;5;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0
26.01.2021;274;215;26;24;1;7;1293;1117;2410;5;8;11;4;15;23;25;20;34;25;21;15;19;21;9;8;3;6;2;0;0;1;0;2;4;3;3;6;12;7;12;21;21;21;43;26;33;0;0;0;0;0;0;0;0;0;0;4;0;0;5;1;2;10;1;3;0;0;0;0;0;0;2;0;1;3;2;1;2;1;1;1;3;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;2;0
27.01.2021;299;226;29;38;4;11;1191;977;2168;7;12;7;8;14;13;18;25;23;20;21;31;16;15;20;23;14;11;1;0;0;0;0;1;4;3;4;7;13;8;11;22;22;23;44;28;36;0;0;0;0;0;0;0;0;0;0;4;0;0;6;2;4;9;1;3;0;0;0;0;0;0;1;0;1;1;1;4;0;3;2;6;6;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;1;5;0
28.01.2021;270;218;25;22;4;8;1431;1014;2445;6;18;6;11;11;19;19;26;25;21;25;16;17;19;10;5;7;8;1;0;0;0;0;1;3;4;4;9;11;6;11;17;23;22;46;27;34;0;0;0;0;0;0;0;0;0;0;3;0;0;5;2;4;9;1;1;0;0;0;0;0;0;0;1;1;2;0;0;1;0;3;3;4;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;2;0
29.01.2021;295;194;28;18;6;8;1430;1038;2468;2;11;9;9;16;18;18;21;26;36;33;27;23;18;11;9;3;3;2;0;0;0;0;1;3;3;2;8;9;8;8;15;20;21;41;28;27;0;0;0;0;0;0;0;0;0;0;3;0;0;4;2;6;9;2;2;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;5;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;3;1;0
30.01.2021;180;176;26;15;3;2;622;653;1275;3;10;5;3;12;10;10;12;12;15;13;9;10;5;8;7;12;19;5;0;0;0;0;1;3;1;2;7;9;7;9;13;19;17;39;20;29;0;0;0;0;0;0;0;0;0;0;3;0;0;3;2;5;9;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;3;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
31.01.2021;28;176;25;13;1;4;442;223;665;0;0;0;0;2;4;1;1;2;1;2;4;1;2;1;1;3;3;0;0;0;0;0;1;3;2;2;8;8;6;9;13;18;19;35;24;28;0;0;0;0;0;0;0;0;0;0;3;0;0;3;2;5;8;2;2;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;3;1;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0
01.02.2021;235;188;26;24;7;2;2801;913;3714;2;4;8;13;15;10;17;12;23;28;30;15;13;8;14;8;5;8;2;0;0;0;0;1;4;2;2;10;9;6;11;14;19;21;35;25;29;0;0;0;0;0;0;0;0;0;0;2;0;2;3;2;6;7;2;2;0;0;0;0;0;0;1;0;0;2;1;1;2;2;2;4;4;2;3;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
02.02.2021;379;168;26;19;3;6;1460;1165;2625;8;13;12;18;17;15;30;33;37;33;40;23;30;20;16;13;9;10;2;0;0;0;0;1;5;1;2;9;7;3;10;9;10;19;31;29;32;0;0;0;0;0;0;0;0;0;0;1;0;2;3;1;6;8;2;3;0;0;0;0;0;0;1;0;0;0;2;0;0;1;0;2;1;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0
03.02.2021;240;163;23;18;3;2;1285;885;2170;3;8;7;12;11;10;17;27;20;33;24;16;15;13;6;6;4;6;2;0;0;0;0;1;5;0;2;9;5;3;11;8;9;20;35;27;28;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;6;8;1;2;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;2;7;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
04.02.2021;237;175;20;31;1;1;1588;898;2486;4;10;6;6;7;9;20;27;15;18;28;28;20;8;10;3;10;4;4;0;0;0;1;1;4;1;3;6;5;4;12;12;12;25;34;27;28;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;5;7;1;1;0;0;0;0;1;0;0;1;2;1;0;1;3;5;4;7;3;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
05.02.2021;308;176;16;20;1;5;1710;1151;2861;7;13;13;13;8;25;21;18;24;22;22;27;23;19;18;11;8;9;7;0;0;0;1;2;3;1;3;6;6;5;8;12;14;22;36;29;28;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;2;6;1;1;0;0;0;0;0;1;0;0;0;0;1;2;0;2;2;5;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;1;0
06.02.2021;156;161;14;20;2;;651;654;1305;1;4;6;8;10;10;10;10;7;17;13;9;14;13;8;4;1;7;4;0;0;0;1;3;2;1;2;7;5;8;9;14;11;20;32;24;22;0;0;0;0;0;0;0;0;0;0;0;1;2;3;1;0;6;0;1;0;0;0;0;0;1;0;0;0;3;1;4;2;2;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.02.2021;47;173;19;22;5;3;562;214;776;2;0;1;0;2;4;8;2;5;6;2;2;3;1;3;1;0;1;4;0;0;0;1;3;1;1;3;6;6;9;10;14;12;22;35;26;24;0;0;0;0;0;1;0;0;0;0;0;1;2;4;2;0;8;0;1;0;0;0;0;0;1;0;0;1;1;1;1;2;1;2;3;5;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0
08.02.2021;317;179;20;23;7;3;2810;752;3562;4;13;11;15;12;20;25;31;30;29;28;20;28;17;16;5;6;6;1;0;0;0;1;3;1;2;3;6;6;7;12;14;13;24;32;30;25;0;0;0;0;0;1;0;0;0;0;0;2;2;2;4;2;5;1;1;0;0;0;0;0;0;0;1;0;0;1;0;2;1;3;6;2;5;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0
09.02.2021;368;158;24;19;5;3;1763;1094;2857;12;15;15;9;17;21;28;28;30;40;37;43;21;19;10;7;8;5;3;0;0;0;1;2;0;1;3;6;5;8;11;14;14;23;27;25;18;0;0;0;0;0;1;0;0;0;0;1;3;3;2;4;3;4;2;1;0;0;0;0;0;0;0;1;0;0;0;3;1;2;4;3;2;2;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
10.02.2021;323;174;26;29;4;3;1796;1041;2837;7;9;9;16;17;29;26;17;37;35;24;27;20;18;13;9;3;4;3;0;0;0;1;2;0;2;3;5;7;11;13;16;15;24;27;30;18;0;0;0;0;0;1;0;0;0;0;2;3;2;3;4;4;4;2;1;0;0;0;0;0;0;0;1;0;0;2;3;3;2;1;4;3;7;3;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0
11.02.2021;252;152;24;14;5;4;1452;888;2340;6;7;9;14;13;16;22;20;18;19;26;24;7;15;11;11;10;2;2;0;0;0;1;2;0;2;2;5;9;10;13;14;14;21;27;17;15;0;0;0;0;0;1;0;0;0;0;3;2;1;2;4;4;4;2;1;0;0;0;0;0;0;0;0;0;0;2;1;2;0;1;2;4;0;2;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0
12.02.2021;296;144;23;27;6;4;1870;1035;2905;8;10;7;9;16;20;25;29;24;24;18;32;25;12;13;12;4;5;3;0;0;0;1;2;0;2;2;7;5;8;11;13;14;22;25;14;18;0;0;0;0;0;1;0;0;0;0;2;1;0;3;5;4;4;2;1;0;0;0;0;0;0;0;0;0;3;0;1;2;2;2;3;7;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0
13.02.2021;157;120;19;13;2;5;753;612;1365;1;9;6;6;7;14;15;15;16;11;15;9;7;10;8;4;0;2;2;0;1;0;1;2;0;2;2;5;5;6;12;14;9;18;20;8;15;0;0;0;0;0;1;0;0;0;0;2;1;0;2;5;4;2;2;0;0;0;1;0;0;0;0;0;0;1;0;1;2;2;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;0
14.02.2021;80;140;22;30;4;5;607;136;743;2;0;3;5;2;6;4;5;9;5;4;5;2;4;5;6;8;4;1;0;1;0;0;2;0;1;2;6;6;6;16;14;15;20;24;11;16;0;0;0;0;0;1;0;0;0;0;2;2;1;2;6;4;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;4;0;6;5;6;3;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0
15.02.2021;254;159;23;31;5;2;3219;874;4093;3;12;22;9;14;19;16;22;30;28;12;17;16;6;8;9;5;4;2;0;1;0;0;4;0;1;2;6;7;8;18;14;18;27;27;10;16;0;0;0;0;0;0;0;0;0;0;2;1;2;2;8;4;3;1;0;0;0;0;0;0;2;0;0;0;1;1;3;3;1;5;7;7;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
16.02.2021;391;169;24;41;3;7;2081;1227;3308;6;15;19;17;14;26;34;33;33;44;32;39;24;13;16;12;5;6;3;0;1;0;0;4;0;1;2;8;8;9;16;15;24;28;25;13;15;0;0;0;0;0;0;0;0;0;0;2;1;1;2;9;5;3;1;0;0;0;0;0;0;0;0;0;1;2;2;1;4;3;6;10;5;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;3;0
17.02.2021;286;167;33;26;11;3;2337;973;3310;4;8;12;7;12;12;32;23;33;36;32;17;19;15;6;10;3;2;3;1;1;1;0;4;0;1;2;8;6;9;14;20;27;27;24;13;9;0;0;0;1;0;0;0;0;0;0;3;1;1;3;10;7;5;2;0;0;1;0;1;0;0;0;0;0;1;1;0;1;5;6;4;4;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;3;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0
18.02.2021;437;167;31;17;4;1;2122;1088;3210;12;26;13;23;24;23;31;31;32;40;44;41;24;26;21;16;5;2;3;1;1;1;0;3;0;1;2;7;6;11;11;20;28;32;23;11;9;0;0;0;1;0;0;0;0;0;0;2;1;0;5;10;7;3;2;0;0;0;0;0;0;0;0;0;0;0;1;2;0;3;3;5;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
19.02.2021;388;149;29;25;5;3;2085;1156;3241;7;16;13;19;14;34;32;33;52;40;32;31;18;18;10;8;8;3;0;0;1;1;0;2;0;1;2;8;7;10;10;18;26;29;22;9;3;0;0;0;1;0;0;0;0;0;0;3;1;0;4;11;7;2;0;0;0;0;0;0;0;0;0;0;1;2;1;4;0;4;5;2;3;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0
20.02.2021;179;139;26;18;1;2;875;544;1419;3;6;6;5;13;14;14;19;16;14;14;12;12;9;10;5;4;1;2;0;1;1;0;1;1;1;2;10;8;8;10;16;22;24;19;9;6;0;0;0;1;0;0;0;0;0;0;3;1;0;3;9;6;3;0;0;0;0;0;0;0;0;1;0;0;2;2;2;1;1;1;1;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
21.02.2021;101;151;30;25;6;6;786;196;982;1;4;2;9;4;7;4;12;12;5;7;9;6;3;4;5;3;4;0;0;1;1;0;1;0;1;2;11;7;10;9;18;27;26;19;12;6;0;0;0;1;0;0;0;0;0;0;3;2;0;3;10;7;4;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;2;6;6;2;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;0
22.02.2021;304;150;25;21;1;3;3929;869;4798;4;18;12;8;11;20;32;20;36;22;31;27;17;16;20;4;3;3;0;0;1;2;0;0;1;1;3;10;6;11;10;17;25;24;19;12;8;0;0;0;1;0;0;0;0;0;0;3;2;0;2;7;7;3;0;0;0;0;0;1;0;0;1;0;1;1;0;1;2;1;2;4;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0
23.02.2021;549;201;27;76;8;6;2865;1610;4475;8;19;23;36;33;33;34;37;57;52;50;36;36;34;18;19;10;10;4;0;1;2;0;1;3;3;6;10;9;11;13;25;28;30;31;18;10;0;0;0;1;0;0;0;0;0;1;1;3;0;4;7;7;3;0;0;0;0;0;0;0;1;2;2;4;1;5;2;3;9;7;13;15;8;4;0;0;0;0;0;0;0;0;0;1;0;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;1;0
24.02.2021;496;178;29;34;10;2;2696;1328;4024;9;28;13;20;27;39;38;37;65;67;33;36;27;20;14;9;6;4;4;0;0;2;0;1;4;3;5;11;10;12;11;22;28;31;22;11;5;0;0;0;1;0;0;0;0;0;1;1;3;1;6;7;7;2;0;0;0;0;0;0;0;0;1;0;1;1;4;3;1;2;5;8;5;2;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
25.02.2021;527;187;34;38;9;6;2853;1363;4216;11;23;31;23;19;37;30;52;53;56;45;33;31;22;25;15;11;5;5;0;0;2;0;0;4;3;5;10;10;14;12;28;29;29;17;16;8;0;0;0;1;0;0;0;0;0;1;1;4;1;10;6;9;1;0;0;0;0;0;0;0;0;1;0;0;2;1;4;4;6;5;4;2;5;4;0;0;0;0;0;0;0;0;0;0;0;1;1;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1;2;0
26.02.2021;558;196;35;32;6;3;2988;1499;4487;17;26;16;25;31;41;48;52;48;54;43;50;37;18;28;10;9;0;5;0;0;3;1;0;5;3;5;7;12;15;13;28;31;29;15;20;9;0;0;0;1;0;0;0;0;0;0;0;5;0;11;8;9;1;0;0;0;0;0;1;1;0;1;0;1;1;3;2;4;4;3;3;1;5;2;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
27.02.2021;291;180;39;16;6;3;992;1152;2144;4;8;12;15;18;20;22;15;27;36;19;22;14;8;18;14;7;10;2;0;0;2;0;0;4;3;4;7;13;12;12;24;33;26;11;19;10;0;0;0;1;0;0;0;0;0;0;1;5;0;11;10;8;2;1;0;0;0;0;0;0;0;0;0;0;2;4;0;0;1;5;0;1;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0
28.02.2021;61;198;35;31;5;4;812;173;985;0;2;2;2;5;6;2;6;6;4;4;5;5;3;2;2;1;4;0;0;0;1;1;0;3;3;7;6;13;14;13;25;36;33;12;19;12;0;0;0;0;1;0;0;0;0;0;2;3;1;8;8;9;2;1;0;0;0;0;0;1;0;0;0;3;0;2;3;2;1;7;7;1;1;3;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0
01.03.2021;413;240;34;62;4;10;4324;992;5316;11;21;12;17;20;29;40;25;44;42;38;25;24;18;14;14;5;8;6;0;0;1;1;0;3;4;7;8;16;14;20;25;41;32;27;20;21;0;0;0;0;1;0;0;0;0;0;1;2;3;7;8;9;1;2;0;0;0;0;0;0;0;0;1;0;3;5;2;9;3;8;3;15;3;10;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;2;3;0
