Datum - Plzeňský kraj;Celkový počet nakažených;Počet hospitalizovaných celkem v daném dni;Počet hospitalizovaných na JIP celkem v daném dni;Počet nově hospitalizovaných celkem;Počet nově hospitalizovaných na JIP;Počet zemřelých;Počet antigenních testů;Počet PCR testů;počet testů CELKEM;Pozitivní ve věku 0-4 let;Pozitivní ve věku 5-9 let;Pozitivní ve věku 10-14 let;Pozitivní ve věku 15-19 let;Pozitivní ve věku 20-24 let;Pozitivní ve věku 25-29 let;Pozitivní ve věku 30-34 let;Pozitivní ve věku 35-39 let;Pozitivní ve věku 40-44 let;Pozitivní ve věku 45-49 let;Pozitivní ve věku 50-54 let;Pozitivní ve věku 55-59 let;Pozitivní ve věku 60-64 let;Pozitivní ve věku 65-69 let;Pozitivní ve věku 70-74 let;Pozitivní ve věku 75-79 let;Pozitivní ve věku 80-84 let;Pozitivní ve věku 85+ let;Pozitivní - věk neznámý;Hospitalizovaní celkem v daném dni ve věku 0-4 let;Hospitalizovaní celkem v daném dni ve věku 5-9 let;Hospitalizovaní celkem v daném dni ve věku 10-14 let;Hospitalizovaní celkem v daném dni ve věku 15-19 let;Hospitalizovaní celkem v daném dni ve věku 20-24 let;Hospitalizovaní celkem v daném dni ve věku 25-29 let;Hospitalizovaní celkem v daném dni ve věku 30-34 let;Hospitalizovaní celkem v daném dni ve věku 35-39 let;Hospitalizovaní celkem v daném dni ve věku 40-44 let;Hospitalizovaní celkem v daném dni ve věku 45-49 let;Hospitalizovaní celkem v daném dni ve věku 50-54 let;Hospitalizovaní celkem v daném dni ve věku 55-59 let;Hospitalizovaní celkem v daném dni ve věku 60-64 let;Hospitalizovaní celkem v daném dni ve věku 65-69 let;Hospitalizovaní celkem v daném dni ve věku 70-74 let;Hospitalizovaní celkem v daném dni ve věku 75-79 let;Hospitalizovaní celkem v daném dni ve věku 80-84 let;Hospitalizovaní celkem v daném dni ve věku 85+ let;Hospitalizovaní celkem v daném dni - věk neznámý;Hospitalizovaní na JIP celkem v daném dni ve věku 0-4 let;Hospitalizovaní na JIP celkem v daném dni ve věku 5-9 let;Hospitalizovaní na JIP celkem v daném dni ve věku 10-14 let;Hospitalizovaní na JIP celkem v daném dni ve věku 15-19 let;Hospitalizovaní na JIP celkem v daném dni ve věku 20-24 let;Hospitalizovaní na JIP celkem v daném dni ve věku 25-29 let;Hospitalizovaní na JIP celkem v daném dni ve věku 30-34 let;Hospitalizovaní na JIP celkem v daném dni ve věku 35-39 let;Hospitalizovaní na JIP celkem v daném dni ve věku 40-44 let;Hospitalizovaní na JIP celkem v daném dni ve věku 45-49 let;Hospitalizovaní na JIP celkem v daném dni ve věku 50-54 let;Hospitalizovaní na JIP celkem v daném dni ve věku 55-59 let;Hospitalizovaní na JIP celkem v daném dni ve věku 60-64 let;Hospitalizovaní na JIP celkem v daném dni ve věku 65-69 let;Hospitalizovaní na JIP celkem v daném dni ve věku 70-74 let;Hospitalizovaní na JIP celkem v daném dni ve věku 75-79 let;Hospitalizovaní na JIP celkem v daném dni ve věku 80-84 let;Hospitalizovaní na JIP celkem v daném dni ve věku 85+ let;Hospitalizovaní na JIP celkem v daném dni - věk neznámý;Hospitalizovaní nově v daném dni ve věku 0-4 let;Hospitalizovaní nově v daném dni ve věku 5-9 let;Hospitalizovaní nově v daném dni ve věku 10-14 let;Hospitalizovaní nově v daném dni ve věku 15-19 let;Hospitalizovaní nově v daném dni ve věku 20-24 let;Hospitalizovaní nově v daném dni ve věku 25-29 let;Hospitalizovaní nově v daném dni ve věku 30-34 let;Hospitalizovaní nově v daném dni ve věku 35-39 let;Hospitalizovaní nově v daném dni ve věku 40-44 let;Hospitalizovaní nově v daném dni ve věku 45-49 let;Hospitalizovaní nově v daném dni ve věku 50-54 let;Hospitalizovaní nově v daném dni ve věku 55-59 let;Hospitalizovaní nově v daném dni ve věku 60-64 let;Hospitalizovaní nově v daném dni ve věku 65-69 let;Hospitalizovaní nově v daném dni ve věku 70-74 let;Hospitalizovaní nově v daném dni ve věku 75-79 let;Hospitalizovaní nově v daném dni ve věku 80-84 let;Hospitalizovaní nově v daném dni ve věku 85+ let;Hospitalizovaní nově v daném dni - věk neznámý;Hospitalizovaní na JIP nově v daném dni ve věku 0-4 let;Hospitalizovaní na JIP nově v daném dni ve věku 5-9 let;Hospitalizovaní na JIP nově v daném dni ve věku 10-14 let;Hospitalizovaní na JIP nově v daném dni ve věku 15-19 let;Hospitalizovaní na JIP nově v daném dni ve věku 20-24 let;Hospitalizovaní na JIP nově v daném dni ve věku 25-29 let;Hospitalizovaní na JIP nově v daném dni ve věku 30-34 let;Hospitalizovaní na JIP nově v daném dni ve věku 35-39 let;Hospitalizovaní na JIP nově v daném dni ve věku 40-44 let;Hospitalizovaní na JIP nově v daném dni ve věku 45-49 let;Hospitalizovaní na JIP nově v daném dni ve věku 50-54 let;Hospitalizovaní na JIP nově v daném dni ve věku 55-59 let;Hospitalizovaní na JIP nově v daném dni ve věku 60-64 let;Hospitalizovaní na JIP nově v daném dni ve věku 65-69 let;Hospitalizovaní na JIP nově v daném dni ve věku 70-74 let;Hospitalizovaní na JIP nově v daném dni ve věku 75-79 let;Hospitalizovaní na JIP nově v daném dni ve věku 80-84 let;Hospitalizovaní na JIP nově v daném dni ve věku 85+ let;Hospitalizovaní na JIP nově v daném dni - věk neznámý;Zemřelí ve věku 0-4 let;Zemřelí ve věku 5-9 let;Zemřelí ve věku 10-14 let;Zemřelí ve věku 15-19 let;Zemřelí ve věku 20-24 let;Zemřelí ve věku 25-29 let;Zemřelí ve věku 30-34 let;Zemřelí ve věku 35-39 let;Zemřelí ve věku 40-44 let;Zemřelí ve věku 45-49 let;Zemřelí ve věku 50-54 let;Zemřelí ve věku 55-59 let;Zemřelí ve věku 60-64 let;Zemřelí ve věku 65-69 let;Zemřelí ve věku 70-74 let;Zemřelí ve věku 75-79 let;Zemřelí ve věku 80-84 let;Zemřelí ve věku 85+ let;Zemřelí - věk neznámý
03.04.2021;50;390;94;29;6;10;1592;219;1811;3;1;1;4;2;1;5;2;3;3;5;3;3;5;3;2;2;2;0;0;0;0;1;3;0;1;2;7;23;29;27;41;59;48;69;39;41;0;0;0;0;1;2;0;0;1;0;6;8;7;20;22;11;11;5;0;0;0;0;0;0;0;0;0;0;0;5;2;3;5;3;6;3;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;1;2;0;1;0
04.04.2021;81;384;91;15;10;9;2035;378;2413;2;6;6;3;7;4;11;3;5;11;2;8;2;2;6;2;1;0;0;0;0;0;1;3;1;1;3;6;23;29;27;40;55;49;68;40;38;0;0;0;0;1;2;0;0;1;0;6;7;7;21;22;9;9;6;0;0;0;0;0;0;0;1;0;1;0;0;2;0;4;1;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;3;1;0
05.04.2021;32;365;89;12;3;2;4612;236;4848;1;2;0;0;0;2;6;3;2;5;1;3;2;0;2;1;1;1;0;0;0;0;1;2;1;1;3;6;22;25;26;38;52;47;67;35;39;0;0;0;0;1;1;0;0;1;0;6;7;6;22;20;10;9;6;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;4;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
06.04.2021;264;380;80;33;7;6;23476;1389;24865;7;7;18;14;15;19;19;16;24;36;21;20;10;13;12;7;1;4;1;0;0;0;1;2;2;1;3;7;21;29;28;37;56;50;69;34;40;0;0;0;0;1;1;0;0;0;1;4;7;5;19;18;9;10;5;0;0;0;0;0;0;0;1;0;0;1;1;4;5;1;5;6;7;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0
07.04.2021;272;356;77;30;4;10;16295;1125;17420;1;10;13;7;21;21;19;17;23;34;18;29;12;14;18;6;3;5;1;0;0;1;1;2;3;2;3;7;19;28;29;35;48;51;65;28;34;0;0;0;0;1;1;0;0;0;1;3;6;6;18;17;11;9;4;0;0;0;0;1;0;1;1;1;0;0;3;3;3;2;1;7;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;4;0;1;0
08.04.2021;210;303;68;11;3;9;16881;893;17774;4;6;8;6;11;18;13;16;22;23;23;17;18;9;6;6;3;0;1;0;0;1;1;2;3;3;3;4;16;25;25;32;39;45;50;22;32;0;0;0;0;1;1;0;0;0;1;3;5;6;15;14;9;9;4;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;2;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;2;2;1;0
09.04.2021;196;290;66;23;9;3;9427;920;10347;7;9;10;8;9;6;22;15;24;24;13;18;7;8;9;3;0;3;1;0;0;1;1;2;3;3;3;4;14;21;21;33;36;48;50;21;29;0;0;0;0;1;1;0;0;0;0;5;6;4;14;14;7;8;5;1;0;0;0;0;0;0;0;0;0;1;0;2;1;3;4;7;4;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0
10.04.2021;62;248;63;14;3;3;2889;329;3218;0;3;5;3;6;2;1;9;3;4;6;3;1;2;3;2;1;4;4;0;0;1;1;2;3;3;2;4;12;17;17;27;29;41;43;18;28;0;0;0;0;1;1;0;0;0;0;4;5;4;13;13;7;8;4;3;0;0;0;1;0;0;0;1;0;1;0;1;1;0;2;3;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0
11.04.2021;39;248;63;10;1;9;4632;239;4871;2;0;2;4;0;4;3;2;3;3;3;4;2;2;3;0;0;1;1;0;0;1;1;2;3;3;3;4;12;16;20;27;29;40;41;17;29;0;0;0;0;1;1;0;0;0;0;4;5;4;13;12;8;8;4;3;0;0;0;0;0;0;0;0;1;0;1;0;4;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;3;2;0
12.04.2021;190;250;59;20;4;2;16796;1047;17843;3;11;14;9;11;3;15;13;20;17;14;13;11;9;8;8;7;2;2;0;0;1;1;1;2;3;2;4;12;15;19;25;30;43;45;17;30;0;0;0;0;1;1;0;0;0;0;3;4;4;12;10;8;11;3;2;0;0;0;0;0;0;0;0;0;1;2;0;0;1;2;4;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
13.04.2021;160;235;52;22;4;4;15619;912;16531;1;4;13;10;6;7;9;15;6;16;12;11;15;10;8;7;7;2;1;0;0;1;0;1;2;2;1;4;11;12;20;25;25;40;40;20;31;0;0;0;0;0;1;0;0;0;0;3;4;3;10;10;8;9;3;1;0;0;0;0;0;0;0;0;0;1;0;0;2;1;3;4;4;4;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0
14.04.2021;100;211;48;14;3;3;12227;692;12919;2;6;8;9;6;6;11;6;2;8;7;5;6;6;5;2;0;3;2;0;0;1;0;1;1;2;0;4;12;10;17;23;22;38;37;16;27;0;0;0;0;0;0;0;0;0;0;3;3;3;10;11;6;8;3;1;0;0;0;0;0;0;0;0;0;0;2;2;1;1;1;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
15.04.2021;103;197;48;13;5;6;15396;764;16160;1;7;4;3;8;7;8;15;10;6;6;3;5;1;4;12;0;1;2;0;0;0;0;0;1;1;0;4;13;9;15;25;21;32;38;14;24;0;0;0;0;0;0;0;0;0;0;5;3;3;9;10;6;8;3;1;0;0;0;0;0;0;0;0;0;0;2;1;0;4;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;1;0
16.04.2021;131;195;45;19;3;2;7214;761;7975;4;3;2;7;3;7;11;17;17;8;4;12;13;5;6;7;4;1;0;0;0;0;0;0;1;1;0;4;13;12;11;26;19;33;38;15;22;0;0;0;0;0;0;0;0;0;0;5;3;2;9;9;7;8;1;1;0;0;0;0;0;0;0;0;0;0;2;3;0;4;0;4;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
17.04.2021;43;181;44;13;4;4;2194;341;2535;2;0;2;5;1;2;2;4;6;5;4;5;3;0;1;1;0;0;0;0;0;0;1;0;1;1;0;3;10;10;9;23;21;33;34;13;22;0;0;0;0;0;0;0;0;0;0;3;4;3;8;9;7;7;1;2;0;0;0;0;1;0;0;0;0;0;0;1;1;1;3;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0
18.04.2021;25;184;48;12;4;6;4411;198;4609;0;2;0;1;0;1;0;2;0;3;3;1;3;2;4;1;0;1;1;0;0;0;1;0;1;1;0;6;10;10;10;22;23;34;34;11;21;0;0;0;0;0;0;0;0;0;1;4;4;4;8;9;8;7;1;2;0;0;0;0;0;0;0;0;0;3;0;0;1;0;2;2;3;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;2;0
19.04.2021;138;182;47;11;5;3;15388;825;16213;2;14;6;1;3;8;15;9;11;19;13;7;11;6;7;3;3;0;0;0;0;0;1;0;1;1;0;6;11;8;9;22;24;34;35;11;19;0;0;0;0;0;0;0;0;0;1;4;4;5;9;8;7;6;1;2;0;0;0;0;0;0;0;0;0;0;1;0;2;2;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0
20.04.2021;131;184;43;19;5;4;15559;879;16438;4;6;9;4;8;11;11;9;13;16;7;5;10;8;4;4;1;1;0;0;0;0;1;1;1;1;0;4;9;9;10;24;25;37;34;11;17;0;0;0;0;0;0;0;0;0;1;1;5;5;9;8;7;4;1;2;0;0;0;0;0;1;0;0;0;0;0;2;1;4;4;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0
21.04.2021;115;175;36;16;1;5;12151;731;12882;4;9;2;5;5;9;4;5;14;14;9;8;7;5;4;3;3;4;1;0;0;0;1;0;2;1;0;2;10;8;10;23;23;35;32;13;15;0;0;0;0;0;0;0;0;0;0;1;4;4;9;6;7;3;1;1;0;0;0;0;0;0;1;0;0;0;2;0;1;2;1;2;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;2;0;0
22.04.2021;82;157;31;12;5;3;17910;676;18586;3;3;3;3;4;4;5;5;7;5;10;5;6;3;7;5;1;2;1;0;0;0;1;0;1;0;0;2;7;6;8;21;19;32;32;13;15;0;0;0;0;0;0;0;0;0;0;0;2;4;10;5;5;3;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0
23.04.2021;94;146;26;9;1;;7410;738;8148;0;8;6;3;3;8;7;7;8;8;10;5;4;6;4;1;3;3;0;0;0;0;1;0;1;0;1;2;6;6;7;20;22;28;26;12;14;0;0;0;0;0;0;0;0;0;0;0;3;3;8;5;4;2;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.04.2021;48;138;25;10;2;1;1346;262;1608;4;4;4;4;0;1;5;8;2;2;2;2;3;1;4;1;1;0;0;0;0;0;0;0;1;0;1;2;5;6;5;21;19;24;27;12;15;0;0;0;0;0;0;0;0;0;0;0;2;4;8;4;3;3;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;3;0;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
25.04.2021;23;138;29;11;5;2;4649;197;4846;1;2;3;2;0;3;1;2;1;0;0;2;1;0;4;1;0;0;0;0;0;0;0;0;1;0;1;1;5;6;7;23;17;22;30;11;14;0;0;0;0;0;0;0;0;0;0;0;2;4;12;4;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
26.04.2021;138;144;33;11;6;6;15649;761;16410;3;6;10;6;9;15;8;13;8;10;16;8;4;4;7;5;3;3;0;0;0;0;0;0;1;0;0;1;5;6;9;24;18;23;31;11;15;0;0;0;0;0;0;0;0;0;0;0;1;5;12;4;5;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0
27.04.2021;109;139;28;9;2;;14371;847;15218;2;4;3;3;4;6;8;6;13;13;13;7;6;9;3;1;5;3;0;0;0;0;0;0;1;1;1;1;5;5;9;23;18;21;28;12;14;0;0;0;0;0;0;0;0;0;0;0;0;5;10;4;5;2;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.04.2021;108;127;28;4;2;5;14228;787;15015;4;2;3;2;4;8;12;4;9;9;13;10;11;4;4;1;2;4;2;0;0;0;0;0;2;1;1;0;4;4;8;22;14;20;27;12;12;0;0;0;0;0;0;0;0;0;0;0;0;5;9;5;4;2;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;0;0
29.04.2021;66;120;23;14;1;2;17247;615;17862;3;3;5;7;3;2;6;5;1;6;6;3;2;3;6;3;2;0;0;0;0;0;0;0;1;1;1;0;2;2;6;19;16;22;28;11;11;0;0;0;0;0;0;0;0;0;0;0;0;4;7;5;4;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
30.04.2021;75;109;17;10;2;3;7467;789;8256;1;4;2;6;5;8;8;4;8;10;4;3;3;1;1;3;1;1;2;0;0;0;1;0;1;1;1;0;2;1;6;15;14;18;28;11;10;0;0;0;0;0;0;0;0;0;0;0;0;3;7;1;3;1;0;2;0;0;0;0;1;0;0;0;0;0;1;1;2;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0
01.05.2021;37;98;15;8;0;1;1868;304;2172;2;1;0;2;2;2;7;5;0;3;1;3;2;1;0;2;0;3;1;0;0;0;1;0;1;1;1;0;2;3;6;12;13;14;26;10;8;0;0;0;0;0;0;0;0;0;0;0;0;3;6;1;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
02.05.2021;16;101;19;7;4;;5188;229;5417;0;1;0;1;1;0;0;1;3;1;1;2;1;1;1;1;0;1;0;0;0;0;1;0;1;1;0;1;3;3;7;12;14;14;26;10;8;0;0;0;0;0;0;0;0;0;0;0;0;4;7;1;4;1;0;2;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021;56;106;17;10;1;4;17121;702;17823;1;7;6;2;2;1;4;5;7;7;5;3;1;3;1;0;0;1;0;0;0;0;1;0;1;1;0;1;3;4;7;14;15;14;25;11;9;0;0;0;0;0;0;0;0;0;0;0;0;2;7;1;4;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;3;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0
04.05.2021;104;110;17;14;3;1;15902;776;16678;3;6;8;5;4;12;7;6;6;11;6;6;5;4;5;5;2;2;1;0;0;0;1;0;1;1;0;2;4;5;5;15;14;15;27;12;8;0;0;0;0;0;0;0;0;0;1;0;0;2;7;2;3;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;3;4;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
05.05.2021;69;100;15;3;0;3;14469;552;15021;2;7;3;3;0;6;5;8;8;6;8;5;2;0;5;1;0;0;0;0;0;0;0;0;0;1;0;2;4;5;5;15;14;16;19;11;8;0;0;0;0;0;0;0;0;0;1;0;0;2;5;2;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
06.05.2021;58;94;17;7;2;3;17630;607;18237;3;9;1;1;2;2;3;6;6;6;6;2;4;3;2;1;0;1;0;1;0;0;0;0;0;1;0;1;3;6;5;15;15;15;16;9;7;0;0;0;0;0;0;0;0;0;1;0;0;2;6;2;3;1;1;1;0;1;0;0;0;0;0;0;0;0;0;2;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0
07.05.2021;70;87;14;4;1;;8265;651;8916;4;8;6;7;2;4;5;3;5;7;6;7;1;2;1;0;2;0;0;1;0;0;0;0;0;2;0;1;2;6;5;11;17;13;14;9;6;0;0;0;0;0;0;0;0;0;1;0;0;2;4;3;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2021;12;72;13;0;0;2;1906;236;2142;1;0;1;0;1;1;2;1;2;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;2;0;1;2;3;4;10;15;10;11;7;6;0;0;0;0;0;0;0;0;0;1;0;0;2;3;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
09.05.2021;24;68;12;4;0;;4819;213;5032;0;0;1;2;0;2;1;2;1;6;1;4;2;1;0;0;0;0;1;1;0;1;1;0;0;2;0;1;1;3;3;9;14;7;11;7;7;0;0;0;0;0;0;0;0;0;1;0;0;2;3;3;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.05.2021;64;74;13;8;1;;18532;905;19437;3;2;5;2;2;2;6;5;6;7;4;5;3;5;2;0;2;3;0;0;0;1;1;0;0;2;0;1;1;4;3;8;15;7;12;9;10;0;0;0;0;0;0;0;0;0;1;0;1;2;3;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.05.2021;44;63;14;4;1;3;14735;684;15419;0;2;0;1;5;4;5;2;6;4;4;3;3;2;1;0;2;0;0;0;0;0;1;0;0;1;0;1;1;4;2;8;13;6;11;8;7;0;0;0;0;0;0;0;0;0;1;0;1;2;3;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0
12.05.2021;43;52;11;2;0;1;13558;541;14099;0;2;4;3;2;3;1;4;7;7;3;3;0;0;2;1;0;1;0;0;0;0;1;0;0;0;0;0;1;3;3;5;12;5;10;5;7;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
13.05.2021;30;43;11;2;0;1;17680;498;18178;2;2;3;3;1;2;5;3;1;1;3;2;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;3;3;9;5;9;4;6;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
14.05.2021;29;41;6;5;0;;8267;571;8838;0;3;5;0;2;2;1;1;3;4;1;3;1;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;3;2;3;8;6;9;4;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.05.2021;9;38;6;3;0;1;1452;270;1722;0;0;1;0;0;0;0;1;1;2;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;8;6;5;6;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
