Datum - Liberecký kraj;Celkový počet nakažených;Počet hospitalizovaných celkem v daném dni;Počet hospitalizovaných na JIP celkem v daném dni;Počet nově hospitalizovaných celkem;Počet nově hospitalizovaných na JIP;Počet zemřelých;Počet antigenních testů;Počet PCR testů;počet testů CELKEM;Pozitivní ve věku 0-4 let;Pozitivní ve věku 5-9 let;Pozitivní ve věku 10-14 let;Pozitivní ve věku 15-19 let;Pozitivní ve věku 20-24 let;Pozitivní ve věku 25-29 let;Pozitivní ve věku 30-34 let;Pozitivní ve věku 35-39 let;Pozitivní ve věku 40-44 let;Pozitivní ve věku 45-49 let;Pozitivní ve věku 50-54 let;Pozitivní ve věku 55-59 let;Pozitivní ve věku 60-64 let;Pozitivní ve věku 65-69 let;Pozitivní ve věku 70-74 let;Pozitivní ve věku 75-79 let;Pozitivní ve věku 80-84 let;Pozitivní ve věku 85+ let;Pozitivní - věk neznámý;Hospitalizovaní celkem v daném dni ve věku 0-4 let;Hospitalizovaní celkem v daném dni ve věku 5-9 let;Hospitalizovaní celkem v daném dni ve věku 10-14 let;Hospitalizovaní celkem v daném dni ve věku 15-19 let;Hospitalizovaní celkem v daném dni ve věku 20-24 let;Hospitalizovaní celkem v daném dni ve věku 25-29 let;Hospitalizovaní celkem v daném dni ve věku 30-34 let;Hospitalizovaní celkem v daném dni ve věku 35-39 let;Hospitalizovaní celkem v daném dni ve věku 40-44 let;Hospitalizovaní celkem v daném dni ve věku 45-49 let;Hospitalizovaní celkem v daném dni ve věku 50-54 let;Hospitalizovaní celkem v daném dni ve věku 55-59 let;Hospitalizovaní celkem v daném dni ve věku 60-64 let;Hospitalizovaní celkem v daném dni ve věku 65-69 let;Hospitalizovaní celkem v daném dni ve věku 70-74 let;Hospitalizovaní celkem v daném dni ve věku 75-79 let;Hospitalizovaní celkem v daném dni ve věku 80-84 let;Hospitalizovaní celkem v daném dni ve věku 85+ let;Hospitalizovaní celkem v daném dni - věk neznámý;Hospitalizovaní na JIP celkem v daném dni ve věku 0-4 let;Hospitalizovaní na JIP celkem v daném dni ve věku 5-9 let;Hospitalizovaní na JIP celkem v daném dni ve věku 10-14 let;Hospitalizovaní na JIP celkem v daném dni ve věku 15-19 let;Hospitalizovaní na JIP celkem v daném dni ve věku 20-24 let;Hospitalizovaní na JIP celkem v daném dni ve věku 25-29 let;Hospitalizovaní na JIP celkem v daném dni ve věku 30-34 let;Hospitalizovaní na JIP celkem v daném dni ve věku 35-39 let;Hospitalizovaní na JIP celkem v daném dni ve věku 40-44 let;Hospitalizovaní na JIP celkem v daném dni ve věku 45-49 let;Hospitalizovaní na JIP celkem v daném dni ve věku 50-54 let;Hospitalizovaní na JIP celkem v daném dni ve věku 55-59 let;Hospitalizovaní na JIP celkem v daném dni ve věku 60-64 let;Hospitalizovaní na JIP celkem v daném dni ve věku 65-69 let;Hospitalizovaní na JIP celkem v daném dni ve věku 70-74 let;Hospitalizovaní na JIP celkem v daném dni ve věku 75-79 let;Hospitalizovaní na JIP celkem v daném dni ve věku 80-84 let;Hospitalizovaní na JIP celkem v daném dni ve věku 85+ let;Hospitalizovaní na JIP celkem v daném dni - věk neznámý;Hospitalizovaní nově v daném dni ve věku 0-4 let;Hospitalizovaní nově v daném dni ve věku 5-9 let;Hospitalizovaní nově v daném dni ve věku 10-14 let;Hospitalizovaní nově v daném dni ve věku 15-19 let;Hospitalizovaní nově v daném dni ve věku 20-24 let;Hospitalizovaní nově v daném dni ve věku 25-29 let;Hospitalizovaní nově v daném dni ve věku 30-34 let;Hospitalizovaní nově v daném dni ve věku 35-39 let;Hospitalizovaní nově v daném dni ve věku 40-44 let;Hospitalizovaní nově v daném dni ve věku 45-49 let;Hospitalizovaní nově v daném dni ve věku 50-54 let;Hospitalizovaní nově v daném dni ve věku 55-59 let;Hospitalizovaní nově v daném dni ve věku 60-64 let;Hospitalizovaní nově v daném dni ve věku 65-69 let;Hospitalizovaní nově v daném dni ve věku 70-74 let;Hospitalizovaní nově v daném dni ve věku 75-79 let;Hospitalizovaní nově v daném dni ve věku 80-84 let;Hospitalizovaní nově v daném dni ve věku 85+ let;Hospitalizovaní nově v daném dni - věk neznámý;Hospitalizovaní na JIP nově v daném dni ve věku 0-4 let;Hospitalizovaní na JIP nově v daném dni ve věku 5-9 let;Hospitalizovaní na JIP nově v daném dni ve věku 10-14 let;Hospitalizovaní na JIP nově v daném dni ve věku 15-19 let;Hospitalizovaní na JIP nově v daném dni ve věku 20-24 let;Hospitalizovaní na JIP nově v daném dni ve věku 25-29 let;Hospitalizovaní na JIP nově v daném dni ve věku 30-34 let;Hospitalizovaní na JIP nově v daném dni ve věku 35-39 let;Hospitalizovaní na JIP nově v daném dni ve věku 40-44 let;Hospitalizovaní na JIP nově v daném dni ve věku 45-49 let;Hospitalizovaní na JIP nově v daném dni ve věku 50-54 let;Hospitalizovaní na JIP nově v daném dni ve věku 55-59 let;Hospitalizovaní na JIP nově v daném dni ve věku 60-64 let;Hospitalizovaní na JIP nově v daném dni ve věku 65-69 let;Hospitalizovaní na JIP nově v daném dni ve věku 70-74 let;Hospitalizovaní na JIP nově v daném dni ve věku 75-79 let;Hospitalizovaní na JIP nově v daném dni ve věku 80-84 let;Hospitalizovaní na JIP nově v daném dni ve věku 85+ let;Hospitalizovaní na JIP nově v daném dni - věk neznámý;Zemřelí ve věku 0-4 let;Zemřelí ve věku 5-9 let;Zemřelí ve věku 10-14 let;Zemřelí ve věku 15-19 let;Zemřelí ve věku 20-24 let;Zemřelí ve věku 25-29 let;Zemřelí ve věku 30-34 let;Zemřelí ve věku 35-39 let;Zemřelí ve věku 40-44 let;Zemřelí ve věku 45-49 let;Zemřelí ve věku 50-54 let;Zemřelí ve věku 55-59 let;Zemřelí ve věku 60-64 let;Zemřelí ve věku 65-69 let;Zemřelí ve věku 70-74 let;Zemřelí ve věku 75-79 let;Zemřelí ve věku 80-84 let;Zemřelí ve věku 85+ let;Zemřelí - věk neznámý
26.11.2020;183;217;37;18;1;2;321;775;1096;2;9;11;9;8;7;8;11;22;15;19;14;13;8;9;6;6;4;2;0;1;0;0;0;1;0;2;4;8;7;8;19;35;36;27;28;41;0;0;1;0;0;0;0;0;0;1;2;4;0;5;10;6;2;4;2;0;0;0;0;0;0;0;0;1;1;1;0;0;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
27.11.2020;216;206;37;11;4;2;872;875;1747;5;5;16;9;12;7;23;11;14;20;17;13;15;12;6;11;7;13;0;0;1;0;0;0;1;0;1;3;8;5;9;17;32;36;27;28;38;0;0;1;0;0;0;0;0;0;0;2;2;0;6;10;6;3;5;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;3;2;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
28.11.2020;154;199;35;19;3;4;234;525;759;3;6;4;7;11;6;9;7;18;15;14;14;11;6;6;5;7;4;1;1;1;0;0;0;1;1;0;3;7;5;11;17;26;35;27;28;36;0;1;0;0;0;0;0;0;0;0;2;2;0;6;8;6;2;6;2;0;1;0;0;0;0;0;1;0;0;0;0;2;1;3;0;3;4;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0
29.11.2020;43;201;34;9;1;1;103;224;327;0;4;5;1;1;4;5;3;2;3;3;2;2;2;2;2;0;2;0;1;0;0;0;0;1;1;0;3;8;5;10;17;26;35;27;29;38;0;1;0;0;0;0;0;0;0;0;2;2;0;6;8;6;1;6;2;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
30.11.2020;198;215;37;20;4;4;984;1012;1996;8;8;6;9;2;5;15;15;19;23;11;19;12;12;4;11;6;6;7;1;0;0;0;0;1;1;0;3;8;5;10;19;27;37;32;31;40;0;1;0;0;0;0;0;0;0;0;2;2;0;7;8;7;3;5;2;0;0;0;0;0;0;0;0;0;0;1;0;0;2;3;4;5;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0
01.12.2020;238;205;32;18;1;7;497;793;1290;3;8;11;7;10;16;17;18;28;19;22;21;17;10;13;7;8;2;1;0;0;0;0;0;0;1;0;5;7;5;9;18;24;39;32;31;34;0;0;0;0;0;0;0;0;0;0;1;2;0;5;7;6;4;5;2;0;0;0;0;0;0;0;0;0;2;0;0;0;3;2;5;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;1;1;0
02.12.2020;163;207;33;25;4;1;991;811;1802;2;4;10;6;8;7;9;10;10;18;20;14;7;12;8;6;5;6;1;0;0;0;0;0;1;0;0;6;8;3;9;17;28;37;32;30;36;0;0;0;0;0;0;0;0;0;1;1;2;0;3;7;7;4;6;2;0;0;0;0;0;0;1;0;0;1;1;1;1;2;5;4;1;2;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
03.12.2020;280;197;30;16;2;3;279;917;1196;6;11;12;13;14;21;17;15;21;30;26;26;21;12;7;10;6;10;2;0;0;0;0;0;0;1;0;3;8;3;7;16;27;40;32;27;33;0;0;0;0;0;0;0;0;0;1;1;2;0;3;6;7;4;4;2;0;0;0;0;0;0;0;1;0;0;1;1;1;1;2;4;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0
04.12.2020;263;204;35;24;6;3;257;1138;1395;16;12;14;8;7;18;9;16;23;19;12;19;15;19;17;6;10;21;2;0;0;0;0;0;0;1;0;4;6;3;8;18;26;41;34;29;34;0;0;0;0;0;0;0;1;0;1;1;2;2;3;5;10;4;4;2;0;0;0;0;0;0;0;1;0;1;0;0;2;2;1;5;4;3;5;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0
05.12.2020;145;199;40;12;6;7;142;412;554;4;7;10;7;4;8;12;11;14;17;11;6;9;5;8;4;1;7;0;0;0;0;0;0;0;1;0;4;7;4;6;18;26;41;31;28;33;0;0;0;0;0;0;0;1;0;1;1;2;1;4;5;14;5;4;2;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;2;0
06.12.2020;42;204;41;12;5;;120;286;406;2;0;4;4;1;5;1;6;3;6;2;1;3;3;1;0;0;0;0;0;0;0;0;0;0;1;0;4;7;4;6;18;29;41;31;31;32;0;0;0;0;0;0;0;1;0;1;1;2;0;4;5;14;5;5;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;2;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.12.2020;246;221;44;21;5;3;1007;1039;2046;8;20;10;12;7;8;20;14;23;22;19;21;14;17;10;6;10;5;0;0;0;0;0;0;0;1;1;3;8;5;6;21;30;44;33;33;36;0;0;0;0;0;0;0;1;0;1;2;2;0;5;5;15;5;5;3;0;0;0;0;0;0;0;0;1;0;1;1;0;3;2;3;2;4;4;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0
08.12.2020;305;217;44;16;3;7;235;1149;1384;10;13;19;15;5;22;23;21;38;39;22;23;8;18;15;7;3;2;2;0;0;0;0;0;0;0;0;3;9;5;7;21;28;42;35;33;34;0;0;0;0;0;0;0;0;0;1;3;2;0;5;5;13;6;5;4;0;0;0;0;0;0;0;0;0;0;1;0;2;1;1;5;4;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;4;0
09.12.2020;303;220;42;25;3;3;494;1128;1622;5;11;12;16;10;25;20;23;21;34;20;20;20;15;21;10;5;15;0;0;0;0;0;0;0;0;1;3;9;6;6;21;29;45;32;30;38;0;0;0;0;0;0;0;0;1;1;3;3;0;5;5;12;6;4;2;0;0;0;0;0;0;0;0;1;0;1;1;0;1;3;5;3;1;9;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0
10.12.2020;302;222;41;18;1;3;520;1120;1640;11;12;10;13;17;21;20;22;31;25;25;28;21;10;19;8;6;3;0;0;0;0;0;0;0;0;1;5;8;5;6;23;27;44;32;32;39;0;0;0;0;0;0;0;0;1;1;3;3;0;4;5;11;6;4;3;0;0;0;0;0;0;0;0;0;2;0;0;1;2;1;4;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0
11.12.2020;288;217;41;15;2;4;493;1212;1705;8;16;13;18;11;8;21;22;31;34;19;21;9;17;17;11;5;6;1;0;0;0;0;0;1;0;1;4;9;6;5;22;27;44;33;29;36;0;0;0;0;0;0;1;0;1;0;3;3;0;4;5;12;6;3;3;0;0;0;0;0;0;1;0;0;0;1;1;0;0;2;3;5;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0
12.12.2020;179;222;42;33;5;5;177;776;953;7;7;19;6;6;4;12;14;18;17;19;10;4;9;9;7;5;5;1;1;0;0;0;1;1;0;2;5;10;6;6;18;27;46;33;30;36;0;0;0;0;0;0;1;0;1;0;3;3;0;2;7;13;7;2;3;0;1;0;0;0;1;0;0;1;1;1;0;1;1;2;6;4;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;0
13.12.2020;86;230;45;20;4;5;65;442;507;4;5;4;6;4;3;7;2;7;10;4;7;7;2;8;2;2;2;0;1;0;0;0;1;2;1;2;6;10;6;7;18;26;49;35;33;33;0;0;0;0;0;0;1;0;1;0;3;3;1;3;6;14;8;2;3;0;0;0;0;0;0;1;1;0;1;0;0;1;2;1;5;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;1;0
14.12.2020;302;250;50;33;8;8;1129;1255;2384;17;7;19;16;12;15;18;26;24;33;20;17;14;16;13;13;12;9;1;1;0;0;0;2;1;2;4;6;9;7;10;16;31;51;39;35;36;0;0;0;0;0;0;1;0;2;0;3;2;2;4;8;13;10;2;3;0;0;0;0;0;1;0;1;2;1;0;2;3;1;6;3;5;4;4;0;0;0;0;0;0;0;0;1;0;0;0;1;1;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;3;2;0
15.12.2020;444;255;47;36;2;8;502;1478;1980;19;38;20;14;22;17;36;32;38;46;33;30;30;21;18;15;7;8;0;1;0;0;0;0;1;1;3;5;10;7;12;17;31;51;39;36;41;0;0;0;0;0;0;1;0;2;0;3;2;2;4;7;11;10;2;3;0;0;0;0;0;0;0;0;0;1;1;1;2;4;6;6;2;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;3;0;1;0
16.12.2020;481;251;39;29;2;8;920;1406;2326;21;27;18;19;26;23;35;34;39;43;30;44;24;18;30;14;16;20;0;1;0;0;0;0;1;1;1;5;10;7;12;16;32;49;41;37;38;0;0;0;0;0;0;1;0;1;0;2;2;2;3;5;10;10;2;1;0;0;0;0;0;0;0;0;0;1;2;0;1;2;4;4;7;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;2;0
17.12.2020;381;255;35;29;3;4;868;1297;2165;11;17;23;18;21;22;33;29;49;38;23;28;18;17;11;11;5;5;2;1;0;0;0;0;1;1;1;5;7;7;12;19;34;51;43;38;35;0;0;0;0;0;0;0;0;1;0;2;2;2;3;4;10;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;5;6;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0
18.12.2020;388;269;37;30;6;1;935;1635;2570;8;20;26;18;17;18;28;34;43;44;26;20;27;16;13;12;4;11;3;1;0;0;0;0;2;1;1;7;8;9;12;21;38;46;51;38;34;0;0;0;0;0;0;0;0;1;0;3;2;2;2;7;11;8;0;1;0;0;0;0;0;0;1;0;0;2;1;2;0;3;5;1;9;2;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
19.12.2020;242;252;40;16;4;6;609;724;1333;3;19;13;12;7;13;18;25;17;20;21;20;14;11;14;6;4;2;3;1;0;0;0;0;2;2;0;8;6;9;11;19;34;47;49;32;32;0;0;0;0;0;0;0;0;0;1;3;2;2;3;7;12;9;0;1;0;0;0;0;0;0;0;1;0;2;0;0;0;2;1;6;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;1;0;0
20.12.2020;151;254;40;15;1;7;870;545;1415;3;11;7;6;9;7;12;8;20;15;9;12;6;10;8;3;5;0;0;1;0;0;0;0;2;1;0;9;6;8;10;18;36;47;50;33;33;0;0;0;0;0;0;0;0;0;1;3;2;2;3;7;11;10;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;3;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;3;0
21.12.2020;433;263;40;21;5;5;1925;1531;3456;6;17;16;17;21;23;30;39;43;46;39;30;26;30;20;15;7;8;0;1;0;0;0;0;2;2;0;9;5;8;10;20;38;50;49;35;34;0;0;0;0;0;0;0;0;0;1;2;1;2;3;8;13;8;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3;4;4;3;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0
22.12.2020;548;260;39;30;4;5;1585;1533;3118;20;28;26;19;23;41;42;40;61;70;46;27;25;24;29;11;5;10;1;1;0;0;0;0;2;2;0;8;5;7;8;20;40;50;43;37;37;0;0;0;0;0;0;0;1;0;1;2;1;2;2;7;13;8;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;2;5;5;2;6;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;0
23.12.2020;676;256;37;27;3;4;1617;1613;3230;9;28;31;39;23;35;47;61;72;88;49;34;31;27;27;26;16;32;1;0;0;0;0;1;2;1;1;9;4;8;7;22;39;49;40;34;39;0;0;0;0;0;0;0;1;0;1;1;0;2;3;9;11;7;1;1;0;0;0;0;0;1;0;0;1;1;0;2;0;4;4;4;4;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0
24.12.2020;49;226;34;15;3;6;182;100;282;1;0;3;3;3;4;5;3;5;4;3;3;2;2;2;5;1;0;0;0;0;0;0;0;1;1;0;8;3;5;5;18;37;46;37;30;35;0;0;0;0;0;0;0;1;0;1;1;0;0;3;10;9;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;3;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;1;0
25.12.2020;168;237;36;29;6;7;165;497;662;5;6;11;10;7;18;9;15;10;13;7;6;11;6;13;6;7;8;0;0;0;0;0;0;1;1;1;8;3;4;8;18;37;51;43;28;34;0;0;0;0;0;0;0;1;0;0;1;0;0;5;11;9;7;1;1;0;0;0;0;0;0;0;0;1;3;1;0;3;0;2;7;8;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;3;0
26.12.2020;176;251;35;21;1;10;253;493;746;10;6;6;4;6;13;12;8;26;21;10;4;13;10;8;5;9;5;0;0;0;0;0;0;1;1;2;9;4;4;9;18;42;52;45;30;34;0;0;0;0;0;0;0;1;0;0;1;0;0;4;10;10;7;1;1;0;0;0;0;0;0;0;0;1;1;1;0;1;1;5;2;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;5;0
27.12.2020;126;254;43;24;9;7;377;343;720;1;4;8;5;6;7;9;8;13;6;6;12;9;8;10;9;3;2;0;0;0;0;0;0;1;1;2;7;3;4;9;18;46;53;44;32;34;0;0;0;0;0;0;0;1;0;0;1;0;0;5;14;11;7;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;3;4;5;2;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;4;0
28.12.2020;547;286;46;38;7;6;1689;1155;2844;3;23;26;23;22;23;48;51;62;76;44;36;25;21;31;12;9;11;1;0;0;0;0;0;1;2;3;9;4;5;12;20;50;60;48;36;36;0;0;0;0;0;0;0;0;0;0;1;0;1;5;16;10;8;3;2;0;0;0;0;0;0;0;2;1;2;1;1;3;2;4;9;4;4;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;2;0
29.12.2020;684;292;43;40;6;10;1001;1298;2299;17;19;23;34;36;52;44;51;68;74;63;48;27;40;49;19;12;7;1;1;0;0;0;0;1;2;4;8;5;7;12;18;54;53;49;37;41;0;0;0;0;0;0;0;0;0;1;1;0;0;4;16;8;7;4;2;0;1;0;0;0;0;0;0;1;0;1;2;2;2;9;2;6;7;7;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;3;1;1;0
30.12.2020;673;291;41;38;6;12;1197;1345;2542;17;24;32;29;42;37;47;66;70;59;59;41;37;33;37;17;14;11;1;1;0;0;1;0;2;2;5;8;7;8;9;18;49;57;49;34;41;0;0;0;0;0;0;0;0;0;2;1;1;0;5;13;10;5;3;1;0;0;0;0;1;0;1;0;1;2;2;2;0;3;2;11;6;4;3;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;1;0;4;0
31.12.2020;466;271;43;23;9;4;535;939;1474;9;7;18;27;28;49;37;35;40;48;35;34;18;18;22;20;9;12;0;1;0;0;0;0;2;3;3;6;9;9;7;18;50;54;42;30;37;0;0;0;0;0;0;0;0;0;1;1;1;0;5;13;12;6;4;0;0;0;0;0;0;0;0;1;0;0;3;2;0;2;3;5;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0
01.01.2021;29;258;46;27;5;9;132;41;173;0;0;0;0;0;2;3;1;0;3;0;4;1;4;4;1;4;2;0;0;0;0;0;0;1;3;1;5;9;8;8;16;45;56;42;30;34;0;0;0;0;0;0;0;0;0;1;1;1;1;6;14;12;6;4;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;2;6;4;6;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;4;0
02.01.2021;464;277;48;34;4;10;439;985;1424;10;25;19;16;17;26;28;31;34;61;36;26;26;23;38;24;11;13;0;0;0;0;0;0;1;4;1;5;12;8;10;17;51;59;44;29;36;0;0;0;0;0;0;0;1;0;1;1;1;1;5;14;12;7;5;0;0;0;0;0;0;0;0;1;0;0;4;1;2;2;6;7;3;2;6;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;4;0;0
03.01.2021;380;290;51;28;8;6;534;894;1428;7;19;24;21;19;26;28;23;35;33;22;24;23;31;15;17;4;9;0;1;0;0;0;0;1;4;1;3;13;11;10;18;51;61;48;29;39;0;0;0;0;0;0;0;1;0;0;3;1;1;4;13;14;8;5;1;0;1;0;0;0;0;0;0;0;0;1;3;0;1;3;4;8;3;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0
04.01.2021;640;321;52;40;3;6;2066;1403;3469;11;12;22;26;31;37;39;56;51;73;55;46;40;45;37;24;13;19;3;2;0;0;0;0;2;4;1;3;13;11;11;23;53;70;50;33;45;0;0;0;0;0;0;0;1;0;0;3;0;1;4;13;15;9;5;1;0;1;0;0;0;0;1;0;0;0;1;0;2;6;5;9;4;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0
05.01.2021;639;331;52;45;4;6;1687;1347;3034;6;12;25;28;43;44;41;51;60;81;60;57;31;37;27;11;15;7;3;2;0;0;0;0;2;5;2;1;7;9;8;23;56;76;52;40;48;0;0;0;0;0;0;0;1;0;0;2;0;1;4;14;16;10;4;0;0;0;0;0;0;0;0;1;1;0;1;0;2;2;6;9;5;8;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;3;0
06.01.2021;764;324;54;41;8;7;1190;1562;2752;10;19;16;41;43;41;60;58;65;75;57;63;44;46;49;40;18;17;2;2;0;0;0;1;1;4;2;0;7;8;12;25;54;69;52;40;47;0;0;0;0;0;1;0;1;0;0;0;0;3;4;16;15;10;4;0;0;0;0;0;0;1;0;0;0;0;1;0;4;5;5;7;7;5;6;0;0;0;0;0;1;0;0;0;0;0;0;2;0;3;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;2;1;1;0;0
07.01.2021;736;329;51;33;4;4;947;1557;2504;11;17;35;26;44;46;54;53;62;57;76;71;46;42;32;23;19;22;0;2;0;0;0;1;1;2;1;1;6;9;13;25;56;68;57;38;49;0;0;0;0;0;1;0;0;0;0;0;1;3;3;14;15;10;4;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;7;9;8;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0
