Datum - Jihočeský kraj;Celkový počet nakažených;Počet hospitalizovaných celkem v daném dni;Počet hospitalizovaných na JIP celkem v daném dni;Počet nově hospitalizovaných celkem;Počet nově hospitalizovaných na JIP;Počet zemřelých;Počet antigenních testů;Počet PCR testů;počet testů CELKEM;Pozitivní ve věku 0-4 let;Pozitivní ve věku 5-9 let;Pozitivní ve věku 10-14 let;Pozitivní ve věku 15-19 let;Pozitivní ve věku 20-24 let;Pozitivní ve věku 25-29 let;Pozitivní ve věku 30-34 let;Pozitivní ve věku 35-39 let;Pozitivní ve věku 40-44 let;Pozitivní ve věku 45-49 let;Pozitivní ve věku 50-54 let;Pozitivní ve věku 55-59 let;Pozitivní ve věku 60-64 let;Pozitivní ve věku 65-69 let;Pozitivní ve věku 70-74 let;Pozitivní ve věku 75-79 let;Pozitivní ve věku 80-84 let;Pozitivní ve věku 85+ let;Pozitivní - věk neznámý;Hospitalizovaní celkem v daném dni ve věku 0-4 let;Hospitalizovaní celkem v daném dni ve věku 5-9 let;Hospitalizovaní celkem v daném dni ve věku 10-14 let;Hospitalizovaní celkem v daném dni ve věku 15-19 let;Hospitalizovaní celkem v daném dni ve věku 20-24 let;Hospitalizovaní celkem v daném dni ve věku 25-29 let;Hospitalizovaní celkem v daném dni ve věku 30-34 let;Hospitalizovaní celkem v daném dni ve věku 35-39 let;Hospitalizovaní celkem v daném dni ve věku 40-44 let;Hospitalizovaní celkem v daném dni ve věku 45-49 let;Hospitalizovaní celkem v daném dni ve věku 50-54 let;Hospitalizovaní celkem v daném dni ve věku 55-59 let;Hospitalizovaní celkem v daném dni ve věku 60-64 let;Hospitalizovaní celkem v daném dni ve věku 65-69 let;Hospitalizovaní celkem v daném dni ve věku 70-74 let;Hospitalizovaní celkem v daném dni ve věku 75-79 let;Hospitalizovaní celkem v daném dni ve věku 80-84 let;Hospitalizovaní celkem v daném dni ve věku 85+ let;Hospitalizovaní celkem v daném dni - věk neznámý;Hospitalizovaní na JIP celkem v daném dni ve věku 0-4 let;Hospitalizovaní na JIP celkem v daném dni ve věku 5-9 let;Hospitalizovaní na JIP celkem v daném dni ve věku 10-14 let;Hospitalizovaní na JIP celkem v daném dni ve věku 15-19 let;Hospitalizovaní na JIP celkem v daném dni ve věku 20-24 let;Hospitalizovaní na JIP celkem v daném dni ve věku 25-29 let;Hospitalizovaní na JIP celkem v daném dni ve věku 30-34 let;Hospitalizovaní na JIP celkem v daném dni ve věku 35-39 let;Hospitalizovaní na JIP celkem v daném dni ve věku 40-44 let;Hospitalizovaní na JIP celkem v daném dni ve věku 45-49 let;Hospitalizovaní na JIP celkem v daném dni ve věku 50-54 let;Hospitalizovaní na JIP celkem v daném dni ve věku 55-59 let;Hospitalizovaní na JIP celkem v daném dni ve věku 60-64 let;Hospitalizovaní na JIP celkem v daném dni ve věku 65-69 let;Hospitalizovaní na JIP celkem v daném dni ve věku 70-74 let;Hospitalizovaní na JIP celkem v daném dni ve věku 75-79 let;Hospitalizovaní na JIP celkem v daném dni ve věku 80-84 let;Hospitalizovaní na JIP celkem v daném dni ve věku 85+ let;Hospitalizovaní na JIP celkem v daném dni - věk neznámý;Hospitalizovaní nově v daném dni ve věku 0-4 let;Hospitalizovaní nově v daném dni ve věku 5-9 let;Hospitalizovaní nově v daném dni ve věku 10-14 let;Hospitalizovaní nově v daném dni ve věku 15-19 let;Hospitalizovaní nově v daném dni ve věku 20-24 let;Hospitalizovaní nově v daném dni ve věku 25-29 let;Hospitalizovaní nově v daném dni ve věku 30-34 let;Hospitalizovaní nově v daném dni ve věku 35-39 let;Hospitalizovaní nově v daném dni ve věku 40-44 let;Hospitalizovaní nově v daném dni ve věku 45-49 let;Hospitalizovaní nově v daném dni ve věku 50-54 let;Hospitalizovaní nově v daném dni ve věku 55-59 let;Hospitalizovaní nově v daném dni ve věku 60-64 let;Hospitalizovaní nově v daném dni ve věku 65-69 let;Hospitalizovaní nově v daném dni ve věku 70-74 let;Hospitalizovaní nově v daném dni ve věku 75-79 let;Hospitalizovaní nově v daném dni ve věku 80-84 let;Hospitalizovaní nově v daném dni ve věku 85+ let;Hospitalizovaní nově v daném dni - věk neznámý;Hospitalizovaní na JIP nově v daném dni ve věku 0-4 let;Hospitalizovaní na JIP nově v daném dni ve věku 5-9 let;Hospitalizovaní na JIP nově v daném dni ve věku 10-14 let;Hospitalizovaní na JIP nově v daném dni ve věku 15-19 let;Hospitalizovaní na JIP nově v daném dni ve věku 20-24 let;Hospitalizovaní na JIP nově v daném dni ve věku 25-29 let;Hospitalizovaní na JIP nově v daném dni ve věku 30-34 let;Hospitalizovaní na JIP nově v daném dni ve věku 35-39 let;Hospitalizovaní na JIP nově v daném dni ve věku 40-44 let;Hospitalizovaní na JIP nově v daném dni ve věku 45-49 let;Hospitalizovaní na JIP nově v daném dni ve věku 50-54 let;Hospitalizovaní na JIP nově v daném dni ve věku 55-59 let;Hospitalizovaní na JIP nově v daném dni ve věku 60-64 let;Hospitalizovaní na JIP nově v daném dni ve věku 65-69 let;Hospitalizovaní na JIP nově v daném dni ve věku 70-74 let;Hospitalizovaní na JIP nově v daném dni ve věku 75-79 let;Hospitalizovaní na JIP nově v daném dni ve věku 80-84 let;Hospitalizovaní na JIP nově v daném dni ve věku 85+ let;Hospitalizovaní na JIP nově v daném dni - věk neznámý;Zemřelí ve věku 0-4 let;Zemřelí ve věku 5-9 let;Zemřelí ve věku 10-14 let;Zemřelí ve věku 15-19 let;Zemřelí ve věku 20-24 let;Zemřelí ve věku 25-29 let;Zemřelí ve věku 30-34 let;Zemřelí ve věku 35-39 let;Zemřelí ve věku 40-44 let;Zemřelí ve věku 45-49 let;Zemřelí ve věku 50-54 let;Zemřelí ve věku 55-59 let;Zemřelí ve věku 60-64 let;Zemřelí ve věku 65-69 let;Zemřelí ve věku 70-74 let;Zemřelí ve věku 75-79 let;Zemřelí ve věku 80-84 let;Zemřelí ve věku 85+ let;Zemřelí - věk neznámý
28.01.2021;434;330;38;28;6;7;1285;1620;2905;11;18;17;9;16;22;31;34;41;51;30;33;30;25;20;19;14;11;2;0;0;0;0;0;2;6;4;4;6;10;11;14;47;51;48;61;66;0;0;0;0;0;0;0;1;0;0;1;1;3;4;9;6;7;5;1;0;0;0;0;0;0;0;0;0;0;0;5;1;0;5;2;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;0
29.01.2021;430;328;38;39;7;9;1608;1689;3297;11;20;21;15;16;21;13;34;55;46;35;37;38;22;14;12;13;6;1;0;0;0;0;0;1;8;6;3;6;12;9;17;46;52;51;59;58;0;0;0;0;0;0;0;1;0;0;1;2;2;3;12;6;7;3;1;0;0;0;0;0;0;0;2;2;0;1;2;0;6;4;7;9;4;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;2;0
30.01.2021;127;300;39;18;9;6;851;488;1339;1;9;4;3;12;11;11;10;5;7;14;11;6;6;10;2;3;2;0;0;0;0;0;0;1;6;4;3;5;13;9;16;40;50;45;52;56;0;0;0;0;0;0;0;1;0;0;1;1;2;3;11;6;8;5;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;5;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;3;0
31.01.2021;86;303;41;21;4;8;1049;119;1168;0;0;0;0;4;9;4;7;9;15;7;3;2;4;8;5;5;3;1;0;0;0;0;0;1;4;4;4;4;13;10;16;41;51;46;54;55;0;0;0;0;0;0;0;1;0;0;1;1;2;3;11;8;9;5;0;0;0;0;0;0;0;0;0;1;2;0;2;1;1;3;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;3;0
01.02.2021;375;334;42;41;6;13;3229;1440;4669;8;12;20;13;17;28;26;37;25;31;28;22;29;26;18;18;4;13;0;0;0;1;0;0;1;4;4;5;6;13;12;20;45;57;49;55;62;0;0;0;0;0;0;0;1;0;0;1;2;2;3;12;9;7;3;2;0;0;0;1;0;0;0;0;0;1;2;0;2;5;5;6;5;4;10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;4;2;1;0
02.02.2021;476;323;37;30;6;12;1904;1533;3437;12;26;14;12;21;35;40;41;46;54;32;36;29;25;19;13;7;12;2;0;0;2;0;0;1;4;6;6;6;13;13;19;41;58;40;54;60;0;0;0;0;0;0;0;1;0;0;0;1;3;4;12;8;4;2;2;0;0;0;1;0;0;0;0;2;1;0;1;3;2;2;7;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;5;3;0
03.02.2021;462;309;47;35;11;9;1677;1798;3475;9;28;24;19;20;22;28;40;49;50;41;41;34;22;16;9;5;5;0;0;0;2;0;0;2;5;4;5;5;13;12;20;41;61;37;45;57;0;0;0;0;0;0;0;1;0;0;0;1;3;4;13;12;6;4;3;0;0;0;0;0;0;1;2;0;1;1;1;1;3;5;9;4;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;3;1;1;0
04.02.2021;477;313;49;39;7;9;1780;1735;3515;9;35;14;15;20;30;30;38;60;42;32;30;25;19;18;16;17;23;4;0;0;1;0;0;2;4;4;4;6;12;14;21;43;58;37;45;61;1;0;0;0;0;0;0;0;0;0;0;1;4;4;13;13;7;3;4;0;0;0;0;0;0;0;0;1;0;1;1;2;3;7;4;3;6;10;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;5;0
05.02.2021;455;314;52;42;9;8;2120;1781;3901;6;24;16;15;22;21;28;26;44;57;51;36;22;30;23;14;10;8;2;0;0;1;0;0;0;2;4;6;4;12;16;23;42;64;34;46;59;1;0;0;0;0;0;0;0;0;1;0;1;6;5;11;16;6;2;4;0;0;0;0;0;0;0;0;0;3;0;1;2;3;7;10;2;6;8;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;3;2;0;0
06.02.2021;123;295;53;27;7;7;958;622;1580;3;5;4;6;9;8;7;6;12;7;4;9;10;4;7;5;7;10;0;0;0;0;0;0;0;2;3;5;2;9;20;23;39;62;30;40;59;1;0;0;0;0;0;0;0;0;0;0;1;7;7;11;15;5;2;5;0;0;0;0;0;0;0;0;0;1;0;1;5;5;2;5;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;4;0
07.02.2021;70;298;51;20;4;7;1308;131;1439;1;1;1;1;4;6;5;5;5;8;3;7;5;2;7;3;2;4;0;0;0;0;0;0;0;2;3;6;4;8;20;23;37;67;28;41;58;1;0;0;0;0;0;0;0;0;0;0;1;6;6;11;14;6;3;4;0;0;0;0;0;0;0;0;0;1;2;0;1;1;1;6;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;4;0
08.02.2021;345;311;55;27;7;7;3393;1382;4775;7;23;17;9;13;16;26;30;39;38;28;23;20;19;15;9;6;6;1;0;0;0;0;0;0;3;3;5;4;10;21;25;38;69;31;41;60;1;0;0;0;0;0;0;0;1;0;0;1;6;7;11;14;7;3;5;0;0;0;0;0;0;0;1;1;0;0;2;2;2;3;4;5;1;6;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;0
09.02.2021;461;314;57;42;6;9;2297;1681;3978;8;22;23;19;19;25;39;27;46;59;48;17;33;29;20;16;5;6;0;0;0;0;0;2;1;3;2;4;5;9;18;24;42;70;29;44;60;1;0;0;0;0;0;0;0;1;0;1;1;7;8;12;15;5;3;4;0;0;0;0;0;2;1;1;0;0;2;2;0;3;7;10;4;5;5;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;2;2;0
10.02.2021;478;310;53;46;8;7;2153;1869;4022;9;28;15;22;25;33;27;41;42;46;46;41;28;27;15;14;10;6;3;0;0;0;0;2;2;3;3;4;7;10;19;27;43;64;35;39;51;1;0;0;0;0;0;1;0;1;0;1;2;6;8;11;15;3;2;3;0;0;0;0;0;0;1;0;2;2;3;3;3;4;5;6;10;5;2;0;0;0;0;0;0;1;0;0;0;0;2;0;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;3;0
11.02.2021;614;305;52;33;8;3;1731;1742;3473;14;47;28;27;17;38;43;52;54;51;33;47;44;28;41;26;11;13;0;0;0;0;0;1;2;4;3;4;6;12;15;25;43;66;38;34;51;1;0;0;0;0;0;1;1;0;0;1;3;4;7;11;14;5;3;2;0;0;0;0;0;0;0;2;0;0;1;2;0;2;5;8;5;2;6;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
12.02.2021;411;322;53;44;4;8;2163;1728;3891;14;35;8;15;15;23;33;34;33;40;36;22;15;20;24;27;6;11;0;0;0;1;0;1;2;3;4;3;8;11;15;25;46;67;42;34;59;1;0;0;0;0;0;1;1;0;1;1;3;4;7;12;12;6;3;2;0;0;0;1;0;0;0;0;1;0;2;1;1;3;6;6;6;5;12;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;5;0
13.02.2021;160;311;51;26;4;4;941;522;1463;2;15;4;9;13;9;11;12;20;15;5;7;12;7;8;5;1;5;0;0;0;1;0;0;2;3;4;3;10;10;11;25;43;64;45;33;56;1;0;0;0;0;0;1;1;0;1;1;3;4;7;9;13;6;3;2;0;0;0;0;0;0;0;0;0;1;3;2;0;2;3;3;5;3;4;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0
14.02.2021;64;314;52;13;4;7;1521;170;1691;0;0;4;0;3;3;7;5;8;8;3;3;5;4;4;2;1;4;0;0;0;1;0;0;2;3;3;3;11;10;10;26;44;66;44;34;56;1;0;0;0;0;0;1;1;0;1;1;3;3;7;10;12;7;4;2;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;4;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;2;0
15.02.2021;398;335;48;33;3;7;3935;1280;5215;5;15;20;18;23;35;34;28;22;46;31;26;30;18;19;4;8;14;2;0;0;2;0;0;3;4;3;1;13;12;14;30;46;69;42;34;61;1;0;0;0;0;0;0;1;0;1;1;4;3;6;8;13;6;3;2;0;0;0;1;0;0;1;1;0;0;2;2;4;5;2;4;1;3;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;1;1;1;0
16.02.2021;745;336;52;53;13;6;3060;2195;5255;18;30;35;25;34;41;65;58;79;91;71;63;44;25;26;25;6;7;2;0;1;2;1;0;3;4;4;2;14;7;14;28;44;69;49;34;59;1;0;0;0;0;0;0;1;1;1;1;1;5;8;9;13;8;2;2;0;0;1;0;1;0;1;1;2;1;2;2;3;4;5;8;10;5;7;0;0;0;0;0;0;0;0;1;0;0;0;3;2;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;3;0
17.02.2021;560;349;59;48;10;10;2428;1713;4141;5;28;22;18;31;48;49;36;51;59;43;54;38;15;23;18;9;12;1;0;1;2;1;1;4;5;4;5;13;11;19;29;41;67;50;35;60;1;0;0;0;0;0;0;1;1;1;1;2;5;9;8;14;12;3;2;0;0;0;0;0;1;1;1;2;3;1;4;5;4;1;4;6;5;10;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;4;1;1;0
18.02.2021;538;343;60;30;8;10;2366;1690;4056;20;24;17;24;27;32;51;32;55;57;40;40;40;24;16;23;11;5;0;0;1;2;1;1;3;5;5;8;17;11;17;30;42;58;54;34;53;1;0;0;0;0;0;0;1;1;1;1;3;5;10;9;12;13;1;3;0;0;0;0;0;0;0;0;1;4;5;0;0;2;3;3;9;1;2;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;1;2;0
19.02.2021;656;367;57;51;7;12;2509;1807;4316;8;39;35;16;32;46;50;44;70;63;65;58;39;33;19;17;9;12;1;0;1;2;1;1;3;6;5;10;18;9;20;32;42;63;63;36;54;1;0;0;0;0;0;0;1;1;1;1;3;4;7;8;11;14;4;2;0;0;0;0;0;0;0;1;0;2;2;2;4;5;4;8;13;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;2;0;4;0
20.02.2021;125;343;58;36;7;12;1131;495;1626;5;11;6;5;6;11;5;12;9;10;3;8;5;7;5;10;4;2;1;0;1;2;0;1;0;3;3;9;13;14;19;30;39;56;63;37;53;0;0;0;0;0;0;0;1;1;2;1;4;4;7;10;9;13;5;1;0;0;0;0;0;0;0;0;0;0;0;6;4;1;3;4;8;5;5;0;0;0;0;0;0;0;0;0;1;0;1;1;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;1;2;3;0
21.02.2021;197;357;55;36;6;9;2062;385;2447;2;7;9;6;15;11;17;21;16;18;19;17;13;7;5;8;5;1;0;0;1;2;0;1;0;2;3;12;16;18;19;32;40;59;63;35;54;0;0;0;0;0;0;0;1;1;3;1;4;4;7;7;9;14;3;1;0;0;0;0;0;0;0;0;0;3;3;5;1;3;6;6;5;0;4;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;1;2;0
22.02.2021;526;372;62;38;14;8;4658;1406;6064;13;18;18;34;23;24;32;48;55;56;33;52;28;35;22;12;10;12;1;0;1;2;0;2;1;2;3;13;20;18;21;35;38;57;67;40;52;0;0;0;0;0;1;0;1;0;3;3;4;5;8;9;8;16;3;1;0;0;0;1;0;1;1;0;0;2;5;1;2;4;2;5;6;5;3;0;0;0;0;0;1;0;0;0;0;2;0;1;2;3;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0;1;0
23.02.2021;710;382;60;49;7;5;3021;2020;5041;20;39;28;36;39;52;48;54;59;73;63;40;49;36;24;20;12;12;6;0;1;2;0;2;1;2;4;13;18;17;20;38;38;61;69;43;53;0;0;0;0;0;0;0;1;0;2;3;4;4;9;10;8;16;3;0;0;0;0;0;0;0;0;0;2;2;1;1;2;7;5;11;8;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;2;0
24.02.2021;703;396;63;48;12;5;3256;1784;5040;17;36;30;25;32;53;40;65;63;73;55;53;41;54;29;18;10;7;2;0;1;2;1;2;1;2;3;15;19;16;21;36;39;60;80;41;57;0;0;0;0;0;1;0;1;0;2;2;3;7;9;9;8;17;3;1;0;0;0;0;1;0;0;0;1;2;1;1;1;4;7;7;12;3;8;0;0;0;0;0;1;0;0;0;1;0;0;3;1;2;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0
25.02.2021;955;402;66;48;11;9;3044;2379;5423;20;41;45;48;47;51;67;71;94;112;93;76;49;37;37;28;19;13;7;0;1;2;0;2;1;1;4;13;15;17;23;39;40;59;79;44;62;0;0;0;0;0;1;0;0;2;2;3;4;7;12;7;7;15;4;2;0;0;0;0;0;0;0;0;1;2;1;3;3;6;6;5;6;7;8;0;0;0;0;0;0;0;0;2;0;2;1;0;3;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;2;1;0
26.02.2021;844;425;65;62;9;7;3459;2560;6019;20;52;49;36;39;50;54;55;110;79;76;57;55;42;30;19;10;9;2;0;0;2;0;2;2;1;6;11;20;18;24;42;41;60;80;50;66;0;0;0;0;0;0;0;0;2;1;3;7;6;12;8;6;13;5;2;0;0;0;0;0;0;1;0;2;1;7;4;2;5;6;10;8;8;8;0;0;0;0;0;0;0;0;0;0;0;3;0;1;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;3;0
27.02.2021;417;400;72;40;11;11;1165;1011;2176;13;24;19;17;20;29;32;43;45;28;27;36;25;18;17;14;5;5;0;0;0;1;0;3;0;0;4;10;19;16;20;40;36;61;81;49;60;0;0;0;0;0;0;0;0;2;2;3;8;5;13;8;9;12;7;3;0;0;0;0;0;1;0;0;0;2;1;0;1;4;2;9;8;5;7;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;3;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;0;5;0
28.02.2021;78;427;74;52;8;9;2162;235;2397;1;3;1;0;5;6;7;5;10;13;5;2;3;3;4;6;4;0;0;0;0;1;0;4;0;0;4;17;20;20;21;43;43;64;78;53;59;0;0;0;0;0;0;0;0;1;2;3;9;5;13;9;10;12;8;2;0;0;0;0;0;1;0;0;1;7;2;4;2;7;8;5;3;6;6;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;3;0
01.03.2021;596;484;84;77;17;9;5502;1321;6823;13;23;21;29;30;41;51;40;63;59;59;32;42;31;28;18;7;9;0;0;0;1;0;4;0;1;5;16;23;21;30;51;52;72;88;56;64;0;0;0;0;0;0;0;0;1;3;5;10;6;15;12;10;16;5;1;0;0;0;0;0;0;0;1;2;0;6;2;9;9;9;10;15;7;7;0;0;0;0;0;0;0;0;0;1;2;1;1;3;3;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;1;1;0
02.03.2021;1006;515;79;62;10;11;4460;2704;7164;26;53;47;43;61;61;75;82;89;109;79;66;63;53;35;28;16;19;1;0;0;1;0;4;0;1;8;16;24;22;29;51;67;74;88;59;71;0;0;0;0;0;0;0;0;0;3;5;9;5;16;14;11;9;6;1;0;0;0;0;0;0;0;0;3;0;2;2;1;3;17;7;9;9;9;0;0;0;0;0;0;0;0;0;0;1;0;1;1;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;3;2;2;0
03.03.2021;1109;523;82;63;12;9;4827;3126;7953;17;43;48;47;64;63;97;93;112;106;83;106;66;61;41;31;18;12;1;1;0;1;0;4;0;3;7;17;23;23;31;50;70;74;85;64;70;0;0;0;0;0;0;0;0;0;3;5;8;7;17;14;13;8;4;3;0;1;0;0;0;0;0;2;0;3;1;4;6;7;9;8;7;9;6;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;2;1;2;0
04.03.2021;1031;532;86;57;14;16;5283;2090;7373;30;56;51;40;46;69;73;65;107;133;87;65;64;46;34;30;23;11;1;2;0;0;1;3;0;2;7;16;22;23;31;50;68;80;87;68;72;0;1;0;0;0;0;0;1;0;3;6;7;9;16;14;14;7;5;3;0;1;0;0;1;0;0;0;1;2;2;3;5;4;3;11;8;10;6;0;1;0;0;0;0;0;1;0;1;1;0;2;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;4;1;5;2;0
05.03.2021;1029;560;89;78;15;13;5806;2852;8658;30;49;35;51;54;79;70;75;87;113;85;73;68;45;53;25;16;20;1;1;0;0;1;5;0;4;8;16;23;27;31;54;72;87;88;63;80;0;1;0;0;0;1;0;1;0;3;7;7;8;13;13;16;9;6;4;0;0;0;0;0;3;0;2;1;1;3;5;3;7;13;14;7;3;16;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;4;3;3;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;4;2;2;0
06.03.2021;561;540;93;54;13;13;1467;1096;2563;14;25;31;22;37;51;35;48;45;61;36;46;37;21;22;11;7;10;2;1;0;0;1;5;0;4;8;17;27;24;32;55;69;83;83;58;73;0;1;0;0;0;1;0;1;0;3;8;7;9;17;14;16;7;6;3;0;0;0;0;0;0;0;0;0;4;6;3;5;10;6;5;5;5;5;0;0;0;0;0;0;0;0;0;0;1;1;1;6;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;3;5;0
07.03.2021;93;560;97;47;17;12;2270;167;2437;1;3;2;2;3;7;9;7;5;8;5;8;6;11;5;5;3;3;0;1;0;0;0;5;0;4;7;19;28;27;36;57;74;87;87;57;71;0;0;0;0;0;1;0;0;0;4;6;6;9;15;18;20;8;8;2;0;0;0;0;0;0;0;1;0;3;2;3;5;4;8;9;7;2;3;0;0;0;0;0;0;0;0;0;1;0;0;1;1;4;6;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5;1;3;0
08.03.2021;861;590;101;55;17;10;9446;2097;11543;18;38;36;35;46;44;68;67;99;84;78;70;63;41;30;25;10;7;2;1;0;0;0;5;0;5;6;22;34;30;41;60;79;90;89;63;65;0;0;0;0;0;0;0;1;0;4;5;6;9;15;23;19;8;9;2;0;0;0;0;0;0;0;1;0;3;6;5;5;5;9;6;8;7;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;5;3;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;3;0
09.03.2021;935;608;113;68;18;15;8740;2465;11205;24;44;51;47;34;49;65;61;86;112;74;82;58;39;40;36;17;14;2;1;0;0;0;5;2;4;7;22;31;31;41;62;86;92;95;64;65;0;0;0;0;0;0;0;1;1;3;7;8;11;16;22;20;8;14;2;0;0;0;0;0;0;2;0;1;1;1;3;5;7;8;10;15;9;6;0;0;0;0;0;0;0;0;1;1;2;2;2;1;0;3;1;5;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;2;1;3;5;0
10.03.2021;1137;592;108;58;12;23;9674;3196;12870;46;53;59;60;37;61;88;85;80;119;93;95;74;61;58;37;20;11;0;0;0;0;0;5;3;5;7;20;31;30;36;59;85;91;90;69;61;0;0;0;0;0;1;0;1;1;3;6;8;9;16;21;20;10;10;2;0;0;0;0;0;0;1;1;2;1;4;4;2;5;10;5;7;11;5;0;0;0;0;0;1;0;0;0;0;0;2;0;1;1;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;3;3;9;2;0
