Datum - Královéhradecký kraj;Celkový počet nakažených;Počet hospitalizovaných celkem v daném dni;Počet hospitalizovaných na JIP celkem v daném dni;Počet nově hospitalizovaných celkem;Počet nově hospitalizovaných na JIP;Počet zemřelých;Počet antigenních testů;Počet PCR testů;počet testů CELKEM;Pozitivní ve věku 0-4 let;Pozitivní ve věku 5-9 let;Pozitivní ve věku 10-14 let;Pozitivní ve věku 15-19 let;Pozitivní ve věku 20-24 let;Pozitivní ve věku 25-29 let;Pozitivní ve věku 30-34 let;Pozitivní ve věku 35-39 let;Pozitivní ve věku 40-44 let;Pozitivní ve věku 45-49 let;Pozitivní ve věku 50-54 let;Pozitivní ve věku 55-59 let;Pozitivní ve věku 60-64 let;Pozitivní ve věku 65-69 let;Pozitivní ve věku 70-74 let;Pozitivní ve věku 75-79 let;Pozitivní ve věku 80-84 let;Pozitivní ve věku 85+ let;Pozitivní - věk neznámý;Hospitalizovaní celkem v daném dni ve věku 0-4 let;Hospitalizovaní celkem v daném dni ve věku 5-9 let;Hospitalizovaní celkem v daném dni ve věku 10-14 let;Hospitalizovaní celkem v daném dni ve věku 15-19 let;Hospitalizovaní celkem v daném dni ve věku 20-24 let;Hospitalizovaní celkem v daném dni ve věku 25-29 let;Hospitalizovaní celkem v daném dni ve věku 30-34 let;Hospitalizovaní celkem v daném dni ve věku 35-39 let;Hospitalizovaní celkem v daném dni ve věku 40-44 let;Hospitalizovaní celkem v daném dni ve věku 45-49 let;Hospitalizovaní celkem v daném dni ve věku 50-54 let;Hospitalizovaní celkem v daném dni ve věku 55-59 let;Hospitalizovaní celkem v daném dni ve věku 60-64 let;Hospitalizovaní celkem v daném dni ve věku 65-69 let;Hospitalizovaní celkem v daném dni ve věku 70-74 let;Hospitalizovaní celkem v daném dni ve věku 75-79 let;Hospitalizovaní celkem v daném dni ve věku 80-84 let;Hospitalizovaní celkem v daném dni ve věku 85+ let;Hospitalizovaní celkem v daném dni - věk neznámý;Hospitalizovaní na JIP celkem v daném dni ve věku 0-4 let;Hospitalizovaní na JIP celkem v daném dni ve věku 5-9 let;Hospitalizovaní na JIP celkem v daném dni ve věku 10-14 let;Hospitalizovaní na JIP celkem v daném dni ve věku 15-19 let;Hospitalizovaní na JIP celkem v daném dni ve věku 20-24 let;Hospitalizovaní na JIP celkem v daném dni ve věku 25-29 let;Hospitalizovaní na JIP celkem v daném dni ve věku 30-34 let;Hospitalizovaní na JIP celkem v daném dni ve věku 35-39 let;Hospitalizovaní na JIP celkem v daném dni ve věku 40-44 let;Hospitalizovaní na JIP celkem v daném dni ve věku 45-49 let;Hospitalizovaní na JIP celkem v daném dni ve věku 50-54 let;Hospitalizovaní na JIP celkem v daném dni ve věku 55-59 let;Hospitalizovaní na JIP celkem v daném dni ve věku 60-64 let;Hospitalizovaní na JIP celkem v daném dni ve věku 65-69 let;Hospitalizovaní na JIP celkem v daném dni ve věku 70-74 let;Hospitalizovaní na JIP celkem v daném dni ve věku 75-79 let;Hospitalizovaní na JIP celkem v daném dni ve věku 80-84 let;Hospitalizovaní na JIP celkem v daném dni ve věku 85+ let;Hospitalizovaní na JIP celkem v daném dni - věk neznámý;Hospitalizovaní nově v daném dni ve věku 0-4 let;Hospitalizovaní nově v daném dni ve věku 5-9 let;Hospitalizovaní nově v daném dni ve věku 10-14 let;Hospitalizovaní nově v daném dni ve věku 15-19 let;Hospitalizovaní nově v daném dni ve věku 20-24 let;Hospitalizovaní nově v daném dni ve věku 25-29 let;Hospitalizovaní nově v daném dni ve věku 30-34 let;Hospitalizovaní nově v daném dni ve věku 35-39 let;Hospitalizovaní nově v daném dni ve věku 40-44 let;Hospitalizovaní nově v daném dni ve věku 45-49 let;Hospitalizovaní nově v daném dni ve věku 50-54 let;Hospitalizovaní nově v daném dni ve věku 55-59 let;Hospitalizovaní nově v daném dni ve věku 60-64 let;Hospitalizovaní nově v daném dni ve věku 65-69 let;Hospitalizovaní nově v daném dni ve věku 70-74 let;Hospitalizovaní nově v daném dni ve věku 75-79 let;Hospitalizovaní nově v daném dni ve věku 80-84 let;Hospitalizovaní nově v daném dni ve věku 85+ let;Hospitalizovaní nově v daném dni - věk neznámý;Hospitalizovaní na JIP nově v daném dni ve věku 0-4 let;Hospitalizovaní na JIP nově v daném dni ve věku 5-9 let;Hospitalizovaní na JIP nově v daném dni ve věku 10-14 let;Hospitalizovaní na JIP nově v daném dni ve věku 15-19 let;Hospitalizovaní na JIP nově v daném dni ve věku 20-24 let;Hospitalizovaní na JIP nově v daném dni ve věku 25-29 let;Hospitalizovaní na JIP nově v daném dni ve věku 30-34 let;Hospitalizovaní na JIP nově v daném dni ve věku 35-39 let;Hospitalizovaní na JIP nově v daném dni ve věku 40-44 let;Hospitalizovaní na JIP nově v daném dni ve věku 45-49 let;Hospitalizovaní na JIP nově v daném dni ve věku 50-54 let;Hospitalizovaní na JIP nově v daném dni ve věku 55-59 let;Hospitalizovaní na JIP nově v daném dni ve věku 60-64 let;Hospitalizovaní na JIP nově v daném dni ve věku 65-69 let;Hospitalizovaní na JIP nově v daném dni ve věku 70-74 let;Hospitalizovaní na JIP nově v daném dni ve věku 75-79 let;Hospitalizovaní na JIP nově v daném dni ve věku 80-84 let;Hospitalizovaní na JIP nově v daném dni ve věku 85+ let;Hospitalizovaní na JIP nově v daném dni - věk neznámý;Zemřelí ve věku 0-4 let;Zemřelí ve věku 5-9 let;Zemřelí ve věku 10-14 let;Zemřelí ve věku 15-19 let;Zemřelí ve věku 20-24 let;Zemřelí ve věku 25-29 let;Zemřelí ve věku 30-34 let;Zemřelí ve věku 35-39 let;Zemřelí ve věku 40-44 let;Zemřelí ve věku 45-49 let;Zemřelí ve věku 50-54 let;Zemřelí ve věku 55-59 let;Zemřelí ve věku 60-64 let;Zemřelí ve věku 65-69 let;Zemřelí ve věku 70-74 let;Zemřelí ve věku 75-79 let;Zemřelí ve věku 80-84 let;Zemřelí ve věku 85+ let;Zemřelí - věk neznámý
11.10.2021;24;7;3;1;0;;2940;583;3523;1;1;4;2;1;2;1;0;2;5;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.10.2021;34;7;3;0;0;1;1845;721;2566;1;0;1;1;6;5;1;6;0;5;4;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
13.10.2021;20;8;3;2;1;;2422;1163;3585;1;3;2;1;1;2;0;2;1;2;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.10.2021;22;7;3;1;0;;2659;765;3424;0;3;1;2;4;2;2;2;0;2;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.10.2021;26;5;2;0;0;;5026;1092;6118;1;3;3;2;1;1;1;1;2;1;5;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2021;8;4;3;1;1;;2033;398;2431;0;0;0;0;2;0;1;0;0;1;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.10.2021;17;5;3;1;0;;726;352;1078;0;1;0;1;2;2;1;2;2;2;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.10.2021;40;8;4;3;1;;3057;796;3853;0;2;3;8;2;2;1;2;4;4;2;1;3;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.10.2021;51;11;5;4;2;1;1843;1150;2993;0;2;6;4;0;2;1;6;6;7;3;6;1;1;2;3;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
20.10.2021;51;10;5;1;0;;2622;900;3522;1;3;7;2;5;2;5;5;8;5;1;2;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;1;4;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.10.2021;102;10;5;0;0;;2944;1188;4132;1;23;8;6;9;8;6;8;9;8;3;4;2;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;1;4;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.10.2021;69;13;5;4;1;;5641;1502;7143;1;8;12;7;3;4;5;5;5;1;6;3;0;0;5;1;1;2;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;1;6;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.10.2021;48;13;5;3;1;;2224;842;3066;0;3;8;5;2;6;0;1;4;7;2;2;1;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.10.2021;74;15;5;2;0;1;952;839;1791;1;3;13;6;6;6;3;3;9;7;4;1;5;3;2;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1;2;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
25.10.2021;106;17;6;2;1;;3346;1578;4924;2;11;13;10;9;1;6;7;6;14;8;4;2;3;2;5;2;0;1;0;0;0;0;0;0;0;0;0;1;1;2;0;1;2;7;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.10.2021;106;18;5;4;0;;2511;1712;4223;3;14;20;8;7;6;1;7;8;11;7;6;1;2;2;3;0;0;0;0;0;1;0;0;0;0;1;0;0;1;2;0;1;3;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.10.2021;78;17;6;2;2;;3946;2095;6041;0;9;16;4;3;4;3;7;10;11;5;0;2;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;1;2;7;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.10.2021;89;17;7;3;1;;1639;1381;3020;5;6;18;9;5;9;2;5;7;8;1;2;6;2;2;0;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;2;7;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.10.2021;181;21;7;4;0;;4754;1742;6496;3;7;28;17;8;8;12;16;16;16;13;10;4;2;8;4;6;2;1;0;0;0;0;0;0;0;1;0;0;1;0;1;3;2;7;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.10.2021;77;27;10;7;3;;2076;988;3064;2;2;15;8;4;6;4;7;9;4;4;3;4;1;2;1;0;1;0;0;0;0;0;0;0;0;1;1;0;3;0;2;3;2;7;4;4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;4;0;2;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.10.2021;130;28;11;2;2;;1519;1244;2763;2;3;25;13;6;5;7;11;12;15;7;4;11;3;2;3;0;1;0;0;0;0;0;0;0;0;1;1;0;4;1;2;3;2;6;4;4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;3;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.11.2021;205;42;15;15;5;;2382;1832;4214;5;11;24;14;14;8;9;20;17;20;20;6;9;9;7;5;3;2;2;0;0;0;0;0;0;0;1;2;2;4;1;3;4;4;9;6;6;0;0;0;0;0;0;0;0;0;1;1;1;0;0;2;2;3;2;3;0;0;0;0;0;0;0;0;0;1;2;1;0;1;1;2;3;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.11.2021;225;45;17;10;5;;1401;1725;3126;6;10;25;16;20;18;18;17;21;23;7;16;3;7;5;8;2;3;0;0;0;0;0;0;0;1;1;2;2;2;3;3;3;6;10;5;7;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;2;4;3;3;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.11.2021;269;51;17;9;1;1;1550;1461;3011;1;6;29;30;15;22;22;16;23;28;16;18;14;10;5;7;4;3;0;0;0;0;0;0;0;1;1;3;4;2;3;3;3;6;10;7;8;0;0;0;0;0;0;0;0;0;2;1;1;0;1;1;2;4;3;2;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
04.11.2021;262;55;21;10;4;2;1734;1550;3284;3;12;27;14;17;15;19;19;23;23;13;19;11;6;11;13;7;10;0;0;0;0;0;0;0;1;1;4;4;2;3;3;5;6;8;8;10;0;0;0;0;0;0;0;0;0;3;1;1;0;1;2;2;4;4;3;0;0;0;0;0;0;0;0;0;1;2;0;0;0;2;0;1;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
05.11.2021;267;66;19;14;2;1;3492;1629;5121;3;9;22;23;16;24;19;26;20;31;17;10;11;17;13;4;1;1;0;0;0;0;0;0;0;2;2;4;4;2;4;4;5;7;10;8;14;0;0;0;0;0;0;0;1;0;3;1;1;0;0;2;2;3;3;3;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;2;2;2;4;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
06.11.2021;208;63;21;5;2;1;2249;1128;3377;8;11;22;22;13;5;12;23;22;16;13;11;1;10;6;7;1;4;1;0;0;0;0;0;0;2;3;3;4;2;4;3;6;7;11;8;10;0;0;0;0;0;0;0;1;1;3;1;1;0;0;2;2;3;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
07.11.2021;132;67;20;5;0;2;881;762;1643;2;15;19;11;6;10;8;7;10;10;9;6;4;7;3;2;3;0;0;0;0;0;0;0;0;2;3;3;4;2;4;4;6;8;13;8;10;0;0;0;0;0;0;0;1;1;3;1;1;0;0;2;2;3;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
08.11.2021;323;85;19;22;4;1;2594;1631;4225;10;17;34;29;13;31;21;27;27;20;13;15;14;15;16;16;3;2;0;0;0;0;0;0;0;2;4;3;7;3;5;5;8;16;14;8;10;0;0;0;0;0;0;0;1;1;3;1;1;0;2;2;4;2;2;0;0;0;0;0;0;0;0;0;1;0;3;1;1;2;2;9;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
09.11.2021;435;110;18;29;0;1;1608;2165;3773;18;28;58;41;28;27;43;37;27;28;15;17;13;12;22;11;7;2;1;0;0;0;0;0;0;1;4;5;5;4;5;5;10;20;21;16;14;0;0;0;0;0;0;0;1;1;3;1;1;0;2;2;4;2;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;2;4;8;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
10.11.2021;390;111;19;23;1;2;2214;1943;4157;11;38;40;38;20;20;28;20;26;35;28;13;19;14;14;9;12;4;1;0;0;0;0;0;0;1;5;4;5;6;3;7;11;19;20;19;11;0;0;0;0;0;0;0;1;1;3;1;1;0;2;2;5;2;1;0;0;0;0;0;0;0;0;0;2;0;0;2;0;3;2;4;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
11.11.2021;403;107;21;16;4;3;2433;2384;4817;16;26;46;54;21;28;24;32;25;21;28;14;10;20;16;13;4;5;0;0;0;0;0;0;1;1;3;4;6;4;6;8;11;15;20;18;10;0;0;0;0;0;0;0;1;1;3;1;1;1;3;2;5;2;1;0;0;0;0;0;0;0;1;0;0;0;1;0;3;2;2;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0
12.11.2021;354;121;20;24;3;3;3722;2356;6078;3;20;32;40;20;33;25;27;33;21;21;10;12;19;13;3;8;13;1;0;0;0;0;0;2;1;3;3;5;5;5;5;11;17;21;22;21;0;0;0;0;0;0;0;1;2;2;1;1;0;3;3;4;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;3;1;5;12;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0
13.11.2021;408;105;23;10;4;1;2334;2123;4457;8;37;56;48;27;22;15;31;25;42;21;16;17;13;11;6;5;8;0;0;0;0;0;0;2;1;4;3;8;4;4;6;11;15;17;17;13;0;0;0;0;0;0;0;1;2;1;2;1;0;3;4;5;2;1;1;0;0;0;0;0;0;0;0;1;0;3;0;0;2;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
14.11.2021;227;108;22;7;1;2;966;1113;2079;2;30;39;22;14;17;19;21;13;21;6;3;4;5;6;3;2;0;0;0;0;0;0;0;1;0;4;5;8;4;4;6;12;15;19;18;12;0;0;0;0;0;0;0;0;2;2;2;1;0;3;4;4;2;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
15.11.2021;407;149;23;44;4;3;3466;2164;5630;12;20;53;30;20;20;23;26;31;33;17;18;13;10;19;25;21;16;0;0;0;0;0;0;1;2;4;4;10;4;5;8;13;20;28;22;28;0;0;0;0;0;0;0;0;2;1;2;1;0;4;4;4;3;1;1;0;0;0;0;0;0;0;2;0;0;2;0;1;2;1;7;9;4;16;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
16.11.2021;783;186;26;52;4;;2954;3294;6248;14;64;117;71;39;53;49;61;70;78;38;30;17;25;22;13;6;16;0;0;0;0;0;1;0;3;4;4;8;4;5;12;14;25;35;31;40;0;0;0;0;0;0;0;1;2;1;2;1;0;5;5;4;3;1;1;0;0;0;0;0;1;0;1;0;0;1;1;1;4;2;7;9;10;15;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2021;432;175;31;14;6;8;1238;1744;2982;4;36;82;49;16;22;25;28;32;33;24;22;18;12;11;5;4;7;2;1;0;0;0;1;0;4;3;3;7;4;3;12;14;24;31;26;42;0;0;0;0;0;0;0;1;2;1;2;1;0;5;4;4;5;3;3;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;2;0
18.11.2021;434;189;32;26;6;5;2800;2574;5374;7;28;61;40;24;34;22;27;40;30;34;21;14;15;18;7;4;7;1;1;0;0;0;1;0;4;5;3;7;6;4;14;16;26;33;26;43;0;0;0;0;0;0;0;2;2;1;2;3;0;5;4;3;5;2;3;0;0;0;0;0;0;0;0;2;0;0;2;2;2;3;5;4;3;3;0;0;0;0;0;0;0;1;0;0;0;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;0
19.11.2021;898;226;38;51;7;5;4080;3100;7180;19;84;130;72;40;48;60;84;74;73;47;35;21;37;23;22;10;18;1;1;0;0;0;1;1;4;5;3;8;7;7;18;19;29;36;29;58;0;0;0;0;0;0;0;2;2;1;3;5;0;6;4;5;6;1;3;0;0;0;0;0;1;1;0;0;0;1;2;3;4;5;4;6;6;18;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0
20.11.2021;576;223;40;13;4;4;2715;2655;5370;15;44;97;55;23;31;34;47;59;49;20;15;18;25;13;4;11;16;0;0;1;0;0;1;1;2;5;3;8;8;8;16;19;24;39;29;59;0;0;0;0;0;0;0;2;2;1;3;5;0;5;5;8;5;1;3;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;1;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0
21.11.2021;416;228;42;16;4;4;1468;1710;3178;13;42;61;44;22;16;22;36;39;37;19;21;6;11;10;4;5;8;0;0;1;0;0;1;1;4;6;3;9;8;9;14;20;24;39;30;59;0;0;0;0;0;0;0;2;2;1;4;5;0;4;5;7;5;3;4;0;0;0;0;0;0;0;2;1;1;1;0;1;0;1;3;1;2;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0
22.11.2021;558;260;40;38;5;6;2718;2450;5168;8;42;81;53;22;25;26;47;56;54;28;28;20;13;21;9;10;15;0;1;1;0;0;1;0;5;6;6;9;9;9;17;24;25;44;37;66;0;0;0;0;0;0;0;2;1;1;4;3;0;4;7;5;5;4;4;0;1;0;0;0;0;0;1;0;3;0;2;0;3;4;3;5;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3;0
